,our_id,source,RA,Dec
16163,200129_16163,PS1,307.3467877,28.79842987
16164,200129_16164,PS1,307.4922725,28.80520833
16165,200129_16165,PS1,307.6325734,28.86835919
16166,200129_16166,PS1,307.7817153,28.89236497
16167,200129_16167,PS1,307.1828007,28.96979691
16168,200129_16168,PS1,309.9776807,28.95650222
16169,200129_16169,PS1,308.3831912,28.90124881
16170,200129_16170,PS1,307.7520942,28.95783238
16171,200129_16171,PS1,307.2464308000001,28.96490739
16172,200129_16172,PS1,307.8572337,28.70819251
16173,200129_16173,PS1,307.16963389999995,28.776610100000006
16174,200129_16174,PS1,308.5437716,28.96418946
16175,200129_16175,PS1,307.8131711000001,28.66617804
16176,200129_16176,PS1,308.6422249,28.70689611
16177,200129_16177,PS1,307.3767942,28.71209819
16178,200129_16178,PS1,307.17830110000006,28.72487639
16179,200129_16179,PS1,308.1537301,28.8151832
16180,200129_16180,PS1,308.0925832,28.82764699
16181,200129_16181,PS1,309.5505102,28.90699082
16182,200129_16182,PS1,309.0068905,28.92614682
16183,200129_16183,PS1,307.11853,28.81681947
16184,200129_16184,PS1,308.2723541000001,28.85996221
16185,200129_16185,PS1,309.5329387,28.90869028
16186,200129_16186,PS1,309.3879055000001,28.98477848
16187,200129_16187,PS1,307.2099426000001,28.81120181
16188,200129_16188,PS1,307.4166346,28.81669307
16189,200129_16189,PS1,308.9390376,28.9076685
16190,200129_16190,PS1,309.2991543,28.90698996
16191,200129_16191,PS1,308.767534,28.91762125
16192,200129_16192,PS1,307.9321740000001,28.9380601
16193,200129_16193,PS1,308.4780918,28.97706636
16194,200129_16194,PS1,307.3300579,28.88720058
16195,200129_16195,PS1,308.3897934,28.93791463
16196,200129_16196,PS1,307.82533650000005,28.98176722
16197,200129_16197,PS1,309.3015957,28.87266364
16198,200129_16198,PS1,308.3040244,28.98563609
16199,200129_16199,PS1,307.8511973,28.91756104
16200,200129_16200,PS1,308.4404495,28.91859317
16201,200129_16201,PS1,309.4147842,28.99212553
16202,200129_16202,PS1,307.1329120000001,29.01351406
16203,200129_16203,PS1,308.7338907,28.96228683
16204,200129_16204,PS1,307.1136207,28.848439600000006
16205,200129_16205,PS1,308.1566466999999,28.92724654
16206,200129_16206,PS1,309.046542,28.96966297
16207,200129_16207,PS1,308.416214,28.99299967
16208,200129_16208,PS1,307.4148546,28.82222398
16209,200129_16209,PS1,307.386988,28.88579984
16210,200129_16210,PS1,307.481904,28.91128336
16211,200129_16211,PS1,307.6377853,28.873660600000004
16212,200129_16212,PS1,309.8140863,28.94657628
16213,200129_16213,PS1,308.7659632,28.62002345
16214,200129_16214,PS1,308.141393,28.71613119
16215,200129_16215,PS1,308.0643403,28.85208143
16216,200129_16216,PS1,309.213082,28.94370098
16217,200129_16217,PS1,307.9211379,28.89124557
16218,200129_16218,PS1,307.9467543,28.97230442
16219,200129_16219,PS1,308.9126875,29.00922278
16220,200129_16220,PS1,308.670653,28.75254958
16221,200129_16221,PS1,308.4307969,28.954658
16222,200129_16222,PS1,307.6692954,28.99324658
16223,200129_16223,PS1,308.3417263,28.91019977
16224,200129_16224,PS1,309.0638484,28.94328186
16225,200129_16225,PS1,308.9750556,28.96400144
16226,200129_16226,PS1,309.5205098,28.96346289
16227,200129_16227,PS1,308.4288126,28.97471824
16228,200129_16228,PS1,308.2041081000001,28.9579222
16229,200129_16229,PS1,309.2307293,28.71872578
16230,200129_16230,PS1,307.3268922,28.89697535
16231,200129_16231,PS1,309.0493892,28.9302687
16232,200129_16232,PS1,308.8260853999999,28.78867961
16233,200129_16233,PS1,308.3574698000001,28.80830907
16234,200129_16234,PS1,309.3259327,28.84618933
16235,200129_16235,PS1,308.8481950000001,28.87986321
16236,200129_16236,PS1,307.0210717,28.88800349
16237,200129_16237,PS1,307.7211538,28.71937157
16238,200129_16238,PS1,307.3847013,28.81580413
16239,200129_16239,PS1,308.146065,28.84186177
16240,200129_16240,PS1,308.4535661000001,28.84892362
16241,200129_16241,PS1,308.5554819,28.68982961
16242,200129_16242,PS1,308.9877425,28.88382257
16243,200129_16243,PS1,307.568155,28.8629528
16244,200129_16244,PS1,307.4270362,28.89035608
16245,200129_16245,PS1,308.23745319999995,28.92408991
16246,200129_16246,PS1,307.6103604,29.00325935
16247,200129_16247,PS1,307.8731639,29.02265766
16248,200129_16248,PS1,308.091631,28.82076646
16249,200129_16249,PS1,308.0357195,28.87585843
16250,200129_16250,PS1,309.4843398,28.87791218
16251,200129_16251,PS1,307.0353686,28.82749681
16252,200129_16252,PS1,308.6236691000001,28.90475335
16253,200129_16253,PS1,308.7826555000001,28.91003058
16254,200129_16254,PS1,308.2815403,28.92690826
16255,200129_16255,PS1,307.3699265,28.75857682
16256,200129_16256,PS1,307.5632058,28.80699213
16257,200129_16257,PS1,309.1716825000001,28.82606426
16258,200129_16258,PS1,309.6605436000001,28.83947464
16259,200129_16259,PS1,308.00358210000013,28.96774205
16260,200129_16260,PS1,309.7967858,29.02502125
16261,200129_16261,PS1,308.2903123000001,28.83759744
16262,200129_16262,PS1,308.5821200000001,28.86251678
16263,200129_16263,PS1,309.6696776,28.94336117
16264,200129_16264,PS1,307.0116256,28.97675717
16265,200129_16265,PS1,309.9994281999999,28.98142139
16266,200129_16266,PS1,307.6625202,28.71684681
16267,200129_16267,PS1,308.258035,28.73086507
16268,200129_16268,PS1,308.613528,28.73059549
16269,200129_16269,PS1,308.1139979,28.79561888
16270,200129_16270,PS1,309.7264817,28.97038874
16271,200129_16271,PS1,308.7866968,29.00857234
16272,200129_16272,PS1,307.3512034,28.87034712
16273,200129_16273,PS1,307.8126403,28.91534193
16274,200129_16274,PS1,307.8253617000001,28.87473023
16275,200129_16275,PS1,308.6319801,28.89158807
16276,200129_16276,PS1,308.2715006,28.96824545
16277,200129_16277,PS1,307.4876470000001,28.98284789
16278,200129_16278,PS1,309.7061242000001,28.72507389
16279,200129_16279,PS1,309.9555594,28.742379
16280,200129_16280,PS1,307.0614541,28.80241425
16281,200129_16281,PS1,308.1608172,28.8300295
16282,200129_16282,PS1,307.7035197,28.97815512
16283,200129_16283,PS1,307.1436197,28.95505303
16284,200129_16284,PS1,307.1593672,28.78413479
16285,200129_16285,PS1,307.3366179,28.78637183
16286,200129_16286,PS1,307.7612726000001,28.87277846
16287,200129_16287,PS1,307.5369221,28.90181669
16288,200129_16288,PS1,308.8641685,28.9067281
16289,200129_16289,PS1,307.84348860000006,28.92857173
16290,200129_16290,PS1,307.7900238,28.94611481
16291,200129_16291,PS1,307.7252528,28.96873286
16292,200129_16292,PS1,309.0340482,29.00447455
16293,200129_16293,PS1,309.4758947,29.02481898
16294,200129_16294,PS1,307.5490812,28.72749945
16295,200129_16295,PS1,307.3687478,28.76506286
16296,200129_16296,PS1,308.0257126,29.00946909
16297,200129_16297,PS1,308.25813989999995,29.00828767
16298,200129_16298,PS1,307.1430314,28.7516767
16299,200129_16299,PS1,308.2786694,28.7976772
16300,200129_16300,PS1,309.3384233999999,28.82575482
16301,200129_16301,PS1,309.8423253,28.99324825
16302,200129_16302,PS1,308.9537624,28.82256184
16303,200129_16303,PS1,307.8097591,28.85577028
16304,200129_16304,PS1,307.7892899,28.94105504
16305,200129_16305,PS1,307.8979201,28.94136439
16306,200129_16306,PS1,308.2176852,28.9805096
16307,200129_16307,PS1,307.9777119,28.9811708
16308,200129_16308,PS1,309.1550939,28.97493621
16309,200129_16309,PS1,307.1165805,28.78062712
16310,200129_16310,PS1,307.6294641,28.86079811
16311,200129_16311,PS1,307.7864278,28.9186893
16312,200129_16312,PS1,309.6715231,28.95544639
16313,200129_16313,PS1,308.0596585,29.02660612
16314,200129_16314,PS1,308.0746038000001,28.94555481
16315,200129_16315,PS1,309.3026239,28.95214996
16316,200129_16316,PS1,307.7139016000001,28.99881479
16317,200129_16317,PS1,308.5916454,28.72818104
16318,200129_16318,PS1,309.1807740000001,28.72975536
16319,200129_16319,PS1,307.3465702000001,28.97865136
16320,200129_16320,PS1,308.140624,29.02652311
16321,200129_16321,PS1,308.2589775,28.86150515
16322,200129_16322,PS1,307.9949458,28.87638512
16323,200129_16323,PS1,308.4029566000001,28.90065438
16324,200129_16324,PS1,307.427164,28.89036378
16325,200129_16325,PS1,307.6243876000001,28.94268245
16326,200129_16326,PS1,309.95639480000006,28.94779506
16327,200129_16327,PS1,308.2180212,29.0399677
16328,200129_16328,PS1,309.77389530000005,28.62637411
16329,200129_16329,PS1,307.7631805000001,28.70167626
16330,200129_16330,PS1,309.9382171000001,28.70262545
16331,200129_16331,PS1,308.1639085,28.75355916
16332,200129_16332,PS1,308.5786145,28.75851747
16333,200129_16333,PS1,307.1719674,28.93656042
16334,200129_16334,PS1,308.3389743,28.99908216
16335,200129_16335,PS1,307.73213510000005,28.99719073
16336,200129_16336,PS1,307.502942,28.78331145
16337,200129_16337,PS1,307.4713599,28.91570617
16338,200129_16338,PS1,309.847236,28.969967800000006
16339,200129_16339,PS1,307.1630473,28.76895774
16340,200129_16340,PS1,309.2843255,28.89710166
16341,200129_16341,PS1,308.9372394,28.95502259
16342,200129_16342,PS1,307.7589698999999,29.03565521
16343,200129_16343,PS1,307.6933676000001,28.87356158
16344,200129_16344,PS1,307.5547238,28.86654611
16345,200129_16345,PS1,309.2750584,28.9327738
16346,200129_16346,PS1,307.0940244,28.95545368
16347,200129_16347,PS1,309.443781,28.96448483
16348,200129_16348,PS1,308.0125514,28.99930376
16349,200129_16349,PS1,309.7537777,28.9946168
16350,200129_16350,PS1,307.0661314,29.05523933
16351,200129_16351,PS1,308.0743459,28.93492551
16352,200129_16352,PS1,308.6767413,28.94094025
16353,200129_16353,PS1,309.168057,29.0128206
16354,200129_16354,PS1,309.2615286,28.99520758
16355,200129_16355,PS1,307.8485009,28.8469188
16356,200129_16356,PS1,307.2874638,28.92254465
16357,200129_16357,PS1,308.4759903,28.90139319
16358,200129_16358,PS1,309.5046229,28.91475568
16359,200129_16359,PS1,308.7396243,29.00081517
16360,200129_16360,PS1,307.3479999,28.71326017
16361,200129_16361,PS1,307.1239417,28.76980452
16362,200129_16362,PS1,309.4887714,28.98572709
16363,200129_16363,PS1,308.135821,29.01532991
16364,200129_16364,PS1,308.29494260000007,29.03263484
16365,200129_16365,PS1,308.2387253,28.72101497
16366,200129_16366,PS1,307.1830207,28.7782953
16367,200129_16367,PS1,308.9851669,29.04602925
16368,200129_16368,PS1,308.1636655,28.81920635
16369,200129_16369,PS1,308.75761760000006,28.88348595
16370,200129_16370,PS1,307.3278458000001,28.76674947
16371,200129_16371,PS1,309.1527211,28.79015677
16372,200129_16372,PS1,308.1559086000001,28.81445173
16373,200129_16373,PS1,307.7198787,28.81920326
16374,200129_16374,PS1,307.7903086,28.94199469
16375,200129_16375,PS1,308.4250834,28.969303600000003
16376,200129_16376,PS1,308.2152468999999,29.0319833
16377,200129_16377,PS1,308.9061406,28.86928579
16378,200129_16378,PS1,307.3781602,28.90493165
16379,200129_16379,PS1,307.564965,28.97504743
16380,200129_16380,PS1,307.1644419,28.98806764
16381,200129_16381,PS1,308.8673298,28.98876808
16382,200129_16382,PS1,309.4390495,29.02809962
16383,200129_16383,PS1,307.4217312,29.05017141
16384,200129_16384,PS1,309.36668039999995,28.94533393
16385,200129_16385,PS1,308.2418078,28.97143029
16386,200129_16386,PS1,308.7384789,29.04366723
16387,200129_16387,PS1,309.0156829,28.91541837
16388,200129_16388,PS1,308.0794477,28.94027721
16389,200129_16389,PS1,308.9663303000001,28.95620717
16390,200129_16390,PS1,307.1912854,29.00379659
16391,200129_16391,PS1,309.4371972,29.02183609
16392,200129_16392,PS1,309.3134699,29.07288295
16393,200129_16393,PS1,309.3498393000001,28.81078894
16394,200129_16394,PS1,308.2707631,28.85749427
16395,200129_16395,PS1,308.8706581,28.86270167
16396,200129_16396,PS1,308.4924663,28.90750416
16397,200129_16397,PS1,308.2018614,29.04138769
16398,200129_16398,PS1,307.3416492,28.97517909
16399,200129_16399,PS1,307.6446397,29.00490646
16400,200129_16400,PS1,308.1667314,28.93774481
16401,200129_16401,PS1,308.3251834,28.94042671
16402,200129_16402,PS1,307.2849881,28.95249209
16403,200129_16403,PS1,307.1480894,28.95133014
16404,200129_16404,PS1,308.5685574,28.9608269
16405,200129_16405,PS1,309.0678179,29.06123958
16406,200129_16406,PS1,308.6285946000001,28.77594581
16407,200129_16407,PS1,309.466538,28.86106772
16408,200129_16408,PS1,308.1101271,28.85155621
16409,200129_16409,PS1,309.2361755,28.85273572
16410,200129_16410,PS1,308.9629396,28.79020939
16411,200129_16411,PS1,309.1522193,28.84083277
16412,200129_16412,PS1,309.5124766,28.877719300000006
16413,200129_16413,PS1,307.749998,29.05991683
16414,200129_16414,PS1,308.3401341,28.88725776
16415,200129_16415,PS1,307.3174321,28.90980902
16416,200129_16416,PS1,309.1630451000001,28.96952684
16417,200129_16417,PS1,307.0606518,29.01991533
16418,200129_16418,PS1,307.0546579,29.08180866
16419,200129_16419,PS1,308.7663034,29.09002346
16420,200129_16420,PS1,307.3744039,28.89690217
16421,200129_16421,PS1,308.4615463,28.95473582
16422,200129_16422,PS1,307.1295978,28.95330184
16423,200129_16423,PS1,308.1005513,29.01714017
16424,200129_16424,PS1,309.7575967,29.06760986
16425,200129_16425,PS1,307.146887,28.78165238
16426,200129_16426,PS1,308.1349213,28.88357055
16427,200129_16427,PS1,309.0649128,28.90655813
16428,200129_16428,PS1,307.0553229,29.05678832
16429,200129_16429,PS1,308.9322911000001,28.82209853
16430,200129_16430,PS1,308.2113856,28.89124987
16431,200129_16431,PS1,308.90029869999995,28.88301094
16432,200129_16432,PS1,307.7960335,28.84727819
16433,200129_16433,PS1,308.33658439999994,28.86454179
16434,200129_16434,PS1,309.2680194,28.96447507
16435,200129_16435,PS1,308.1036151,29.05816314
16436,200129_16436,PS1,309.4714712,28.76249759
16437,200129_16437,PS1,308.3714687,29.03369979
16438,200129_16438,PS1,307.8692865000001,28.84143347
16439,200129_16439,PS1,307.7098785,28.96372217
16440,200129_16440,PS1,308.7712313,29.08820543
16441,200129_16441,PS1,307.2276715,29.09639958
16442,200129_16442,PS1,307.511553,29.02315414
16443,200129_16443,PS1,308.5173069,29.02085422
16444,200129_16444,PS1,309.2103903,29.03193186
16445,200129_16445,PS1,308.1796485,29.05555614
16446,200129_16446,PS1,307.56302430000005,28.82970131
16447,200129_16447,PS1,307.9426323,28.84753485
16448,200129_16448,PS1,307.6224562,28.86972176
16449,200129_16449,PS1,308.3085564,28.87842342
16450,200129_16450,PS1,309.8199702,29.06076271
16451,200129_16451,PS1,309.5856418,29.09390183
16452,200129_16452,PS1,307.8600995,28.84923221
16453,200129_16453,PS1,307.6308642,28.86451484
16454,200129_16454,PS1,307.8545319,28.86525944
16455,200129_16455,PS1,308.3679448000001,28.86054529
16456,200129_16456,PS1,308.7146548,28.91590476
16457,200129_16457,PS1,308.4003866000001,29.06847676
16458,200129_16458,PS1,309.0383282,28.91545039
16459,200129_16459,PS1,307.8169794,28.92382016
16460,200129_16460,PS1,307.4292373,28.93440147
16461,200129_16461,PS1,307.629105,29.00922306
16462,200129_16462,PS1,308.1637395,29.04998975
16463,200129_16463,PS1,309.8448774,28.89668678
16464,200129_16464,PS1,308.56489689999995,29.01001493
16465,200129_16465,PS1,308.9675333,29.02339743
16466,200129_16466,PS1,309.3632503,29.05166714
16467,200129_16467,PS1,307.8414816,29.06032086
16468,200129_16468,PS1,309.1165448000001,29.06734122
16469,200129_16469,PS1,308.6986013,28.77428399
16470,200129_16470,PS1,307.8170426000001,28.84744433
16471,200129_16471,PS1,307.2281844,28.8892531
16472,200129_16472,PS1,309.0192068,29.06904561
16473,200129_16473,PS1,307.58430310000006,28.93924278
16474,200129_16474,PS1,308.7612288,29.08258413
16475,200129_16475,PS1,309.6153109,28.86144758
16476,200129_16476,PS1,307.0058878,29.01561163
16477,200129_16477,PS1,309.3142822,29.08411422
16478,200129_16478,PS1,308.8960356,28.95467168
16479,200129_16479,PS1,309.418478,29.01487158
16480,200129_16480,PS1,307.8783854,29.07183697
16481,200129_16481,PS1,309.5019704,28.83883994
16482,200129_16482,PS1,308.6474052,28.96543075
16483,200129_16483,PS1,308.6239287,28.90800295
16484,200129_16484,PS1,308.9492736,28.91933187
16485,200129_16485,PS1,308.6745085,28.93008955
16486,200129_16486,PS1,309.0905294,28.84281237
16487,200129_16487,PS1,308.6866895,28.85479082
16488,200129_16488,PS1,308.5862808,28.86608068
16489,200129_16489,PS1,308.7095755,28.92261575
16490,200129_16490,PS1,307.7639014,28.96215163
16491,200129_16491,PS1,307.7180281,29.10471759
16492,200129_16492,PS1,307.3126689,28.86549545
16493,200129_16493,PS1,307.5905188,28.93232901
16494,200129_16494,PS1,309.8151143,28.93172129
16495,200129_16495,PS1,308.7312498,28.93384194
16496,200129_16496,PS1,307.3284055000001,28.95966239
16497,200129_16497,PS1,309.6317028,28.96957937
16498,200129_16498,PS1,309.8720067,28.98539431
16499,200129_16499,PS1,309.7205569,29.03044453
16500,200129_16500,PS1,308.5094572,29.03862036
16501,200129_16501,PS1,307.1373027,29.06524392
16502,200129_16502,PS1,308.2732161,28.74342279
16503,200129_16503,PS1,309.7699942,28.77259917
16504,200129_16504,PS1,307.7044475,28.89651348
16505,200129_16505,PS1,308.1384209,29.11070949
16506,200129_16506,PS1,308.9881703000001,29.08397676
16507,200129_16507,PS1,308.8190968,29.01253629
16508,200129_16508,PS1,308.7145935,29.02014597
16509,200129_16509,PS1,308.0055666,29.03788711
16510,200129_16510,PS1,307.24004269999995,29.04792399
16511,200129_16511,PS1,308.3890263,29.08460006
16512,200129_16512,PS1,307.7463003000001,28.89409138
16513,200129_16513,PS1,307.9439429,28.92087664
16514,200129_16514,PS1,307.38092810000006,29.06782587
16515,200129_16515,PS1,307.1097765,29.10604079
16516,200129_16516,PS1,307.5816109,29.11080862
16517,200129_16517,PS1,308.6109056,28.96869401
16518,200129_16518,PS1,308.4346409,28.99055075
16519,200129_16519,PS1,307.6552194,29.06242329
16520,200129_16520,PS1,309.2393166,29.07874897
16521,200129_16521,PS1,309.20491789999994,29.10749671
16522,200129_16522,PS1,307.7676958,28.95452459
16523,200129_16523,PS1,307.2537571000001,29.00642299
16524,200129_16524,PS1,308.4329051,29.01295474
16525,200129_16525,PS1,308.8605415,29.04892384
16526,200129_16526,PS1,307.8723257,29.10366636
16527,200129_16527,PS1,308.0280852,29.00340212
16528,200129_16528,PS1,308.0040031000001,29.03647349
16529,200129_16529,PS1,309.4521588,28.93408276
16530,200129_16530,PS1,307.4376919,28.97738829
16531,200129_16531,PS1,309.7606291,29.02229687
16532,200129_16532,PS1,307.0678936000001,29.02252395
16533,200129_16533,PS1,308.2034392,29.04528834
16534,200129_16534,PS1,307.24332010000006,29.05373809
16535,200129_16535,PS1,308.3591513,28.82908368
16536,200129_16536,PS1,309.7625668,28.92184068
16537,200129_16537,PS1,308.3473122,28.94876009
16538,200129_16538,PS1,308.1773979,29.04902725
16539,200129_16539,PS1,308.2182585,29.04173175
16540,200129_16540,PS1,307.5114936,29.09823015
16541,200129_16541,PS1,307.5504722,29.11039339
16542,200129_16542,PS1,308.8899132,28.99939694
16543,200129_16543,PS1,309.8199582,29.079406899999995
16544,200129_16544,PS1,307.6452647,29.08424727
16545,200129_16545,PS1,309.8191489,28.96215424
16546,200129_16546,PS1,307.032445,28.99240524
16547,200129_16547,PS1,309.68521560000005,28.99241379
16548,200129_16548,PS1,308.2066306000001,29.11880687
16549,200129_16549,PS1,307.70576580000005,29.07581044
16550,200129_16550,PS1,308.9321681,29.10630109
16551,200129_16551,PS1,307.1224314,29.11196887
16552,200129_16552,PS1,307.5260392,29.12150665
16553,200129_16553,PS1,308.8642088,28.88858179
16554,200129_16554,PS1,307.479627,28.927984
16555,200129_16555,PS1,308.4543766000001,28.96208377
16556,200129_16556,PS1,307.9615731,29.0688694
16557,200129_16557,PS1,309.8136516,28.94676051
16558,200129_16558,PS1,307.6976946000001,29.07810827
16559,200129_16559,PS1,307.17636410000006,29.09429434
16560,200129_16560,PS1,309.99197789999994,28.84065983
16561,200129_16561,PS1,307.3598789,28.91092313
16562,200129_16562,PS1,307.3089252,28.94616911
16563,200129_16563,PS1,308.9801091,29.08136216
16564,200129_16564,PS1,309.4301393,29.06698152
16565,200129_16565,PS1,307.2899684,29.10585977
16566,200129_16566,PS1,307.2121901,28.88759527
16567,200129_16567,PS1,307.789471,28.93558723
16568,200129_16568,PS1,309.6925075000001,29.06943552
16569,200129_16569,PS1,309.8204166000001,29.11354433
16570,200129_16570,PS1,308.2554996,28.86123408
16571,200129_16571,PS1,308.5083348,28.89320547
16572,200129_16572,PS1,307.427072,29.05524148
16573,200129_16573,PS1,307.9821011,28.92575455
16574,200129_16574,PS1,309.1705245,28.96518124
16575,200129_16575,PS1,309.8677367,28.96563566
16576,200129_16576,PS1,309.4171034,29.0319451
16577,200129_16577,PS1,307.0719755,29.0064529
16578,200129_16578,PS1,308.4791643000001,29.0047778
16579,200129_16579,PS1,308.3739738999999,29.02223133
16580,200129_16580,PS1,309.1436376000001,29.02012686
16581,200129_16581,PS1,308.9484125,29.04724206
16582,200129_16582,PS1,309.9811327,29.07405792
16583,200129_16583,PS1,308.32326,29.08130725
16584,200129_16584,PS1,308.0991721000001,29.09801845
16585,200129_16585,PS1,309.5634559,28.97633495
16586,200129_16586,PS1,307.5739184,29.00116259
16587,200129_16587,PS1,309.0584205,29.08078147
16588,200129_16588,PS1,308.6764065,29.11629695
16589,200129_16589,PS1,307.9593783,29.00456443
16590,200129_16590,PS1,307.54011339999994,28.86988923
16591,200129_16591,PS1,307.5408585,28.8673505
16592,200129_16592,PS1,309.97679260000007,28.93189151
16593,200129_16593,PS1,309.3101675,29.07456171
16594,200129_16594,PS1,307.173415,29.07503768
16595,200129_16595,PS1,307.6554614,29.08371079
16596,200129_16596,PS1,307.3493117,29.0947946
16597,200129_16597,PS1,309.2877579,28.85564462
16598,200129_16598,PS1,307.7125755,28.9637631
16599,200129_16599,PS1,308.7611537,29.0825482
16600,200129_16600,PS1,307.7435756,29.09244542
16601,200129_16601,PS1,308.382881,29.12243009
16602,200129_16602,PS1,307.3815035,28.78727767
16603,200129_16603,PS1,307.6220721,28.8313505
16604,200129_16604,PS1,307.8424334,28.89690231
16605,200129_16605,PS1,308.0655577,28.89557513
16606,200129_16606,PS1,307.40846789999995,29.13401138
16607,200129_16607,PS1,309.4168390000001,29.13768216
16608,200129_16608,PS1,307.2769896000001,29.12107744
16609,200129_16609,PS1,307.2603231,28.90639212
16610,200129_16610,PS1,308.1643115,29.06017637
16611,200129_16611,PS1,307.0158191999999,29.11774025
16612,200129_16612,PS1,307.2570777,29.1336266
16613,200129_16613,PS1,307.8896748,29.11631758
16614,200129_16614,PS1,308.5151966,28.80638615
16615,200129_16615,PS1,309.2970049,28.8462516
16616,200129_16616,PS1,308.9754655,28.87645043
16617,200129_16617,PS1,307.1158269,29.10255319
16618,200129_16618,PS1,309.5199007,29.10310743
16619,200129_16619,PS1,307.7276011,28.95608648
16620,200129_16620,PS1,309.5927934,29.03498498
16621,200129_16621,PS1,308.8082950000001,29.08751553
16622,200129_16622,PS1,308.4228171000001,28.75820056
16623,200129_16623,PS1,308.1885367,28.96958107
16624,200129_16624,PS1,307.5554991,28.9757875
16625,200129_16625,PS1,309.1132715,28.83350099
16626,200129_16626,PS1,307.1817784,28.90845354
16627,200129_16627,PS1,307.3472439,29.11374709
16628,200129_16628,PS1,309.5268882,29.01674751
16629,200129_16629,PS1,309.1104890000001,29.02641647
16630,200129_16630,PS1,308.1727995,29.04624842
16631,200129_16631,PS1,308.5877905,29.08421405
16632,200129_16632,PS1,309.99814889999993,29.04523223
16633,200129_16633,PS1,307.9871012,29.08628421
16634,200129_16634,PS1,309.7232594,28.95298894
16635,200129_16635,PS1,308.0622291,29.01417828
16636,200129_16636,PS1,308.3634175,29.04861689
16637,200129_16637,PS1,308.26019,29.05894817
16638,200129_16638,PS1,307.3522175,29.00514693
16639,200129_16639,PS1,307.2683707,29.02131264
16640,200129_16640,PS1,307.2421388,28.9626242
16641,200129_16641,PS1,307.380098,29.02841977
16642,200129_16642,PS1,309.1666691000001,28.88934167
16643,200129_16643,PS1,307.110695,28.95867629
16644,200129_16644,PS1,309.24787589999994,28.99268099
16645,200129_16645,PS1,309.7581431000001,29.0269017
16646,200129_16646,PS1,308.9463569,29.049181800000003
16647,200129_16647,PS1,307.4215815,29.05159493
16648,200129_16648,PS1,308.4306778,28.90890166
16649,200129_16649,PS1,307.4055184,28.91899647
16650,200129_16650,PS1,307.7850452,29.1030415
16651,200129_16651,PS1,309.3706961000001,29.10409884
16652,200129_16652,PS1,308.0433622,28.98127025
16653,200129_16653,PS1,308.3351439,28.99744715
16654,200129_16654,PS1,307.0283174,28.83211674
16655,200129_16655,PS1,307.8715974,28.8435898
16656,200129_16656,PS1,309.2745425,28.86810028
16657,200129_16657,PS1,309.5121415,28.87785838
16658,200129_16658,PS1,308.86868639999994,28.93818735
16659,200129_16659,PS1,307.0768187,28.97490484
16660,200129_16660,PS1,308.2715354,28.99616767
16661,200129_16661,PS1,307.3607339,29.02844396
16662,200129_16662,PS1,309.9620795,29.07966248
16663,200129_16663,PS1,308.4391067,29.11723359
16664,200129_16664,PS1,308.5786597,29.15668986
16665,200129_16665,PS1,308.9817775,29.06128016
16666,200129_16666,PS1,308.0282978,29.0711204
16667,200129_16667,PS1,308.1394367000001,29.10880964
16668,200129_16668,PS1,307.5654581,29.0093153
16669,200129_16669,PS1,308.4712742,29.09912806
16670,200129_16670,PS1,307.5458442,29.07025328
16671,200129_16671,PS1,309.6300371000001,29.13177451
16672,200129_16672,PS1,309.2186341,28.9141838
16673,200129_16673,PS1,307.8228998,28.96657866
16674,200129_16674,PS1,309.6660288,28.96702906
16675,200129_16675,PS1,308.3926038,28.97753885
16676,200129_16676,PS1,307.320737,29.06851966
16677,200129_16677,PS1,307.7222201,29.07098466
16678,200129_16678,PS1,307.315631,28.92459824
16679,200129_16679,PS1,309.3352988,29.146503600000006
16680,200129_16680,PS1,307.2206883,29.01965238
16681,200129_16681,PS1,307.4277722,29.08251396
16682,200129_16682,PS1,309.8327382,29.0889637
16683,200129_16683,PS1,309.4762044,29.02458109
16684,200129_16684,PS1,308.3867455,29.068661100000003
16685,200129_16685,PS1,307.1606288000001,29.09773418
16686,200129_16686,PS1,309.8301656000001,29.11015209
16687,200129_16687,PS1,307.9443498,28.92767145
16688,200129_16688,PS1,307.7830574,28.95679265
16689,200129_16689,PS1,309.5399748000001,29.15083635
16690,200129_16690,PS1,309.3038144,28.94076372
16691,200129_16691,PS1,309.4760095000001,28.97790293
16692,200129_16692,PS1,309.0116487,29.00546498
16693,200129_16693,PS1,309.3231626,29.14934706
16694,200129_16694,PS1,307.3166922,29.16302012
16695,200129_16695,PS1,309.9482465,28.95363484
16696,200129_16696,PS1,308.9150089,28.95787086
16697,200129_16697,PS1,309.5017611,28.98157486
16698,200129_16698,PS1,307.7079142,29.01549624
16699,200129_16699,PS1,309.5413163,29.02721739
16700,200129_16700,PS1,307.9030235,29.11729174
16701,200129_16701,PS1,308.0363225,29.15828656
16702,200129_16702,PS1,308.43248210000013,28.92306276
16703,200129_16703,PS1,308.10094239999995,29.0428156
16704,200129_16704,PS1,308.2615659,29.05964178
16705,200129_16705,PS1,309.7583253,29.15352751
16706,200129_16706,PS1,307.0210952,29.00598858
16707,200129_16707,PS1,308.2114442,29.01270154
16708,200129_16708,PS1,307.042642,29.05022052
16709,200129_16709,PS1,308.5248635,29.09156562
16710,200129_16710,PS1,307.7701717,29.10603217
16711,200129_16711,PS1,309.6815326,29.12268301
16712,200129_16712,PS1,307.9993178000001,28.9672907
16713,200129_16713,PS1,309.3271288,28.84657072
