index,RA,Dec,our_id,ObjID,Column1,Column2,cx,cy,cz,htmID,distance,objName,objNameHMS,objAltName1,objAltName2,objAltName3,objPopularName,Column3,uniquePspsOBid,ippObjID,surveyID,Column4,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,Column5,Column6,Column7,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,Column8,Column9,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gMeanKronMag,gMeanKronMagErr,gMeanKronMagStd,gMeanKronMagNpt,gMeanApMag,gMeanApMagErr,gMeanApMagStd,gMeanApMagNpt,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rMeanKronMag,rMeanKronMagErr,rMeanKronMagStd,rMeanKronMagNpt,rMeanApMag,rMeanApMagErr,rMeanApMagStd,rMeanApMagNpt,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iMeanKronMag,iMeanKronMagErr,iMeanKronMagStd,iMeanKronMagNpt,iMeanApMag,iMeanApMagErr,iMeanApMagStd,iMeanApMagNpt,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zMeanKronMag,zMeanKronMagErr,zMeanKronMagStd,zMeanKronMagNpt,zMeanApMag,zMeanApMagErr,zMeanApMagStd,zMeanApMagNpt,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yMeanKronMag,yMeanKronMagErr,yMeanKronMagStd,yMeanKronMagNpt,yMeanApMag,yMeanApMagErr,yMeanApMagStd,yMeanApMagNpt,yFlags
8,318.632294,3.313248,986,111973186323516216,318.63244283,3.31304593,0.749231108282664,-0.659782469555091,0.0577913423387663,13334547901896,0.0150489605707273,PSO J318.6324+03.3130,PSX J211431.78+031846.9,-999,-999,-999,-999,111973186323516216,3590126000053323,79164837253195,0,13334547901896,11197,1,1402,88,0.958087587690062,3590126,18432,3,512024576,61,318.63238424,3.31309667,0.00100000004749745,0.00100000004749745,318.63244283,3.31304593,0.0603899993002415,0.0527300015091896,56903.42092593,43.0043983459473,0.749231108282664,-0.659782469555091,0.0577913423387663,322.1433560986,18.3891240303062,54.3390065289499,-29.5408004735637,-999,5,66,10,10,23,13,10,111973186323516216,3590126000053323,0.999656021595001,19.2397994995117,0.00855999998748302,0.0220410004258156,7,19.2198009490967,19.2768001556396,18.5855007171631,0.0213549993932247,0.0413849987089634,7,18.6972999572754,0.0170889999717474,0.0434090010821819,7,16892216,0.999746024608612,18.1137008666992,0.0219240002334118,0.0501840002834797,9,18.0412998199463,18.1758995056152,17.5995006561279,0.0119089996442199,0.0360709987580776,10,17.6173992156982,0.0110590001568198,0.0333269983530045,10,16892216,0.999545991420746,17.506799697876,0.0129289999604225,0.0488470010459423,10,17.4582004547119,17.5809001922607,17.0928001403809,0.0143200000748038,0.0631010010838509,13,17.1877994537354,0.0475029982626438,0.172805994749069,14,16892216,0.999225974082947,17.2476005554199,0.00923100020736456,0.0430169999599457,9,17.1485996246338,17.2768001556396,16.7035007476807,0.0322390012443066,0.109465003013611,11,16.8190002441406,0.0274689998477697,0.0887920036911964,11,16892216,0.999571025371552,16.8973999023438,0.0465210005640984,0.0880279988050461,8,16.7908000946045,17.0466003417969,16.3673000335693,0.0456000007688999,0.100615002214909,10,16.4242000579834,0.0700239986181259,0.0693150013685226,10,16892216
9,318.786041,3.488722,987,112183187859846838,318.78600093,3.48862421,0.750859946861863,-0.657652319573173,0.0608503636688029,13334593478340,0.00633917637780977,PSO J318.7860+03.4886,PSX J211508.64+032919.0,-999,-999,-999,-999,112183187859846838,3590146000005271,79426830210198,0,13334593478340,11218,1,1402,88,0.199194308555866,3590146,18493,3,520413184,62,318.7859974,3.48865217,0.00100000004749745,0.00100000004749745,318.78600093,3.48862421,0.00258999993093312,0.0014400000218302,56821.08366898,6.38570022583008,0.750859946861863,-0.657652319573173,0.0608503636688029,322.355034212341,18.5074635933202,54.6048652437919,-29.569805117348,-999,10,73,12,14,24,11,12,112183187859846838,3590146000005271,0.999702990055084,17.7952003479004,0.00629300018772483,0.0167500004172325,11,17.766300201416,17.8150997161865,17.8582992553711,0.00396500015631318,0.011307000182569,11,17.7917003631592,0.00437799980863929,0.015557000413537,11,115000,0.999009013175964,16.8635997772217,0.00351399998180568,0.0126790003851056,13,16.8386001586914,16.8733997344971,16.9218006134033,0.00316599989309907,0.0110670002177358,14,16.8605003356934,0.00268599996343255,0.00943799968808889,14,115000,0.999630987644196,16.4675998687744,0.00197299988940358,0.00744500011205673,18,16.4554004669189,16.4829006195068,16.5223007202148,0.00231499993242323,0.00906800013035536,19,16.4643001556396,0.00618899986147881,0.0298239998519421,20,115000,0.999435007572174,16.305700302124,0.00261400011368096,0.00649600010365248,8,16.301700592041,16.3185997009277,16.3672008514404,0.00705000013113022,0.0309560000896454,10,16.2936992645264,0.00112799997441471,0.0131799997761846,10,115000,0.99922901391983,16.1623001098633,0.00603500008583069,0.0146329998970032,12,16.1326007843018,16.1844005584717,16.252799987793,0.0142740001901984,0.029839999973774,12,16.1630001068115,0.014919999986887,0.0256919991225004,12,115000
9,318.786041,3.488722,987,112183187861427145,318.78618201,3.4889588,0.750861758005013,-0.65764971238095,0.0608561925433646,13334593478308,0.0165282767708685,PSO J318.7862+03.4890,PSX J211508.68+032920.2,-999,-999,-999,-999,112183187861427145,3590146000005296,79426830210223,0,13334593478308,11218,1,1402,88,0.892299710672628,3590146,18493,3,268959744,32,-999,-999,-999,-999,318.78618201,3.4889588,0.0145199997350574,0.0145199997350574,56886.4378125,-999,0.750861758005013,-0.65764971238095,0.0608561925433646,322.355326414305,18.507724054993,54.6053003430329,-29.5697675693867,-999,0,2,0,0,2,0,0,112183187861427145,3590146000005296,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,0.469579994678497,17.5063991546631,1.99999999495049E-06,-999,1,17.5063991546631,17.5063991546631,-999,-999,-999,0,18.1107997894287,1.99999999495049E-06,-999,2,24,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0
10,318.76239,3.630107,988,112353187625186379,318.76254048,3.62992331,0.750475471233127,-0.657858792273509,0.0633117406636058,13334596159066,0.0142360005302468,PSO J318.7625+03.6299,PSX J211503.00+033747.7,-999,-999,-999,-999,112353187625186379,3590146000001936,79426830206863,0,13334596159066,11235,1,1402,98,0.166656224212289,3590146,18493,3,512024576,61,318.76252671,3.62993377,0.00100000004749745,0.00100000004749745,318.76254048,3.62992331,0.00892999954521656,0.00641999999061227,56279.54793981,7.1136999130249,0.750475471233127,-0.657858792273509,0.0633117406636058,322.378643444239,18.6489305147832,54.7242930972986,-29.4712475676161,-999,5,68,13,12,22,10,11,112353187625186379,3590146000001936,0.999450981616974,19.3381996154785,0.0122699998319149,0.0304559990763664,6,19.3096008300781,19.3782997131348,17.9409008026123,0.0378969982266426,0.0987450033426285,8,18.6721000671387,0.0877299979329109,0.196118995547295,8,16892216,0.999589025974274,18.5330009460449,0.016507999971509,0.052216999232769,8,18.434700012207,18.5923004150391,17.2035007476807,0.00502600008621812,0.0164940003305674,11,17.7315006256104,0.0125749995931983,0.0306589994579554,11,16892216,0.999589025974274,18.0410995483398,0.0326289981603622,0.132115006446838,17,17.8087997436523,18.274299621582,16.7581996917725,0.0101319998502731,0.0389119982719421,22,17.2385005950928,0.0265980008989573,0.108805000782013,22,16892216,0.999392986297607,17.9186992645264,0.022494999691844,0.0741510018706322,6,17.798999786377,18.0076999664307,16.556999206543,0.00989199988543987,0.0214070007205009,7,17.1618995666504,0.0360799990594387,0.0916830003261566,7,16892216,0.99890798330307,17.7049999237061,0.0175720006227493,0.111024998128414,9,17.5041007995605,17.8801002502441,16.5494995117188,0.0398869998753071,0.136651992797852,10,16.9682998657227,0.0233459994196892,0.0791789963841438,10,16892216
11,318.815521,3.718446,989,112463188154582702,318.81544975,3.71852884,0.751008061283643,-0.657100234559841,0.0648550200708199,13334554002327,0.00655008644146938,PSO J318.8154+03.7185,PSX J211515.70+034306.7,-999,-999,-999,-999,112463188154582702,3590146000009604,79426830214531,0,13334554002327,11246,1,1402,97,0.263244146726322,3590146,18493,3,1577377792,188,318.81544729,3.7185471,0.00100000004749745,0.00100000004749745,318.81544975,3.71852884,0.00307000009343028,0.00583000015467405,56823.41217593,9.1555004119873,0.751008061283643,-0.657100234559841,0.0648550200708199,322.461073259055,18.716320073229,54.8425632817718,-29.4652360064108,-999,5,85,18,13,35,9,10,112463188154582702,3590146000009604,0.999661982059479,16.9710006713867,0.00383200007490814,0.0142329996451736,16,16.9461002349854,16.9923000335693,17.028600692749,0.0061429999768734,0.0213549993932247,16,16.9640007019043,0.00479000015184283,0.0163870006799698,16,246072,0.999724984169006,16.5555992126465,0.00237099989317358,0.00813200045377016,11,16.5391006469727,16.5687999725342,16.605899810791,0.00380999990738928,0.0130759999155998,12,16.5618000030518,0.00241299998015165,0.00704699987545609,12,115000,0.999679028987885,16.415599822998,0.00228899996727705,0.013837999664247,30,16.3875999450684,16.4437999725342,16.471700668335,0.00245200004428625,0.0144330002367496,35,16.4108009338379,0.00160900002811104,0.00974899996072054,35,246072,0.998435974121094,16.3820991516113,0.00594699988141656,0.03838299959898,8,16.3668003082275,16.4729995727539,16.4216995239258,0.00459000002592802,0.0366039983928204,8,16.3659992218018,0.004850999917835,0.0224060006439686,8,246072,0.999652981758118,16.3356990814209,0.00635199993848801,0.021747000515461,10,16.289400100708,16.3600997924805,16.4368000030518,0.00664700008928776,0.0175340007990599,10,16.3414993286133,0.0106109995394945,0.0223190002143383,10,246072
12,318.502,3.25722,990,111903185024579129,318.50245887,3.2572105,0.747774193782184,-0.661517513702573,0.0568184316764458,13334067942646,0.0274936316490049,PSO J318.5025+03.2572,PSX J211400.59+031525.9,-999,-999,-999,-999,111903185024579129,3590114000031691,79147657362378,0,13334067942646,11190,1,1402,88,0.577814942763946,3590114,18428,3,512024576,61,318.50244545,3.25723128,0.00100000004749745,0.00100000004749745,318.50245887,3.2572105,0.00694999983534217,0.00500999996438622,56120.57730324,1.67530000209808,0.747774193782184,-0.661517513702573,0.0568184316764458,321.995045019654,18.3768997041035,54.2026474038064,-29.4641619031914,-999,5,70,12,10,25,10,13,111903185024579129,3590114000031691,0.999562978744507,20.5149993896484,0.0601969994604588,0.182980000972748,11,20.2036991119385,20.7390003204346,19.5970001220703,0.0299159996211529,0.114404998719692,11,19.7901992797852,0.0493299998342991,0.15514899790287,11,16892216,0.997940003871918,19.1347007751465,0.0719000026583672,0.138805001974106,3,19.0578002929688,19.315299987793,18.2570991516113,0.0265299994498491,0.0591709986329079,4,18.5548992156982,0.0500119999051094,0.0707449987530708,4,16892216,0.99922102689743,18.6697998046875,0.0247559994459152,0.0881500020623207,12,18.5391006469727,18.8066005706787,17.7012996673584,0.0122560001909733,0.0548309981822968,20,17.9874992370605,0.0247060004621744,0.0904230028390884,20,16892216,0.999298989772797,18.4703006744385,0.0315430015325546,0.0931710004806519,7,18.3299007415771,18.6100006103516,17.4267997741699,0.0196460001170635,0.056453000754118,9,17.7963008880615,0.00418299995362759,0.0503979995846748,9,16892216,0.999351024627686,18.1977996826172,0.020406000316143,0.173452004790306,8,17.9050006866455,18.2891998291016,17.3700008392334,0.0579719990491867,0.118308000266552,11,17.5554008483887,0.020329000428319,0.220320999622345,11,16892216
13,318.581,3.44954,991,112133185814189936,318.58142301,3.44955738,0.748537919198249,-0.660356405667498,0.0601697682915519,13334586071615,0.0253560668992402,PSO J318.5814+03.4496,PSX J211419.54+032658.4,-999,-999,-999,-999,112133185814189936,3590126000046481,79164837246353,0,13334586071615,11213,1,1402,88,0.983018008044938,3590126,18432,3,444915712,53,318.58140168,3.44958694,0.00100000004749745,0.00100000004749745,318.58142301,3.44955738,0.0207199994474649,0.0119399996474385,56120.55935185,2.75430011749268,0.748537919198249,-0.660356405667498,0.0601697682915519,322.137664766147,18.5347269102606,54.4364723610317,-29.422349597795,-999,5,57,7,14,18,9,9,112133185814189936,3590126000046481,0.999731004238129,21.9468994140625,0.0619620010256767,0.171079993247986,7,21.7367992401123,22.2532005310059,21.519100189209,0.104544997215271,0.480765998363495,7,21.5855007171631,0.107745997607708,0.338447988033295,7,115000,0.999275982379913,20.4587993621826,0.0531690008938313,0.181787997484207,11,20.326000213623,20.7630004882813,20.0163993835449,0.0537169985473156,0.180759996175766,11,19.9922008514404,0.044624999165535,0.178325995802879,11,16892216,0.999541997909546,19.7162990570068,0.0419740006327629,0.152401000261307,14,19.4342994689941,19.9242000579834,19.255500793457,0.0307950004935265,0.132406994700432,16,19.2677001953125,0.0424019992351532,0.135302007198334,16,16892216,0.998431026935577,19.5097007751465,0.0229690000414848,0.0646060034632683,7,19.4083995819092,19.5785999298096,18.9298000335693,0.0589039996266365,0.146838992834091,8,18.9507007598877,0.05808399990201,0.138361006975174,8,16892216,0.999671995639801,19.1135997772217,0.0449220016598701,0.101907998323441,9,18.9463996887207,19.2353000640869,18.5261993408203,0.165729001164436,0.380952000617981,9,18.5634994506836,0.0982780009508133,0.220557004213333,9,16892216
14,318.613,3.4143,992,112093186133097652,318.61332841,3.41431356,0.748933152285349,-0.659963821705949,0.0595557507484243,13334542763218,0.0196864434875907,PSO J318.6133+03.4143,PSX J211427.19+032451.5,-999,-999,-999,-999,112093186133097652,3590126000050718,79164837250590,0,13334542763218,11209,1,1402,88,0.227729907471435,3590126,18432,3,512024576,61,318.61331613,3.41433968,0.00100000004749745,0.00100000004749745,318.61332841,3.41431356,0.0217599999159575,0.0171000007539988,56154.31291667,15.204400062561,0.748933152285349,-0.659963821705949,0.0595557507484243,322.157850534295,18.4912522235241,54.423321306894,-29.468450348421,-999,5,62,10,10,21,12,9,112093186133097652,3590126000050718,0.999373018741608,20.5881004333496,0.0306499991565943,0.0822610035538673,7,20.4430999755859,20.6704998016357,19.9885997772217,0.0272940006107092,0.0748569965362549,8,20.0487003326416,0.0328250005841255,0.0852599963545799,8,16892216,0.999516010284424,19.2411994934082,0.0226450003683567,0.0609170012176037,9,19.1627006530762,19.3183002471924,18.6063003540039,0.0166469998657703,0.0527639985084534,9,18.6828002929688,0.0176020003855228,0.0596470013260841,9,16892216,0.999616026878357,18.6142997741699,0.0394730009138584,0.16313399374485,20,18.3384990692139,18.836799621582,17.9673004150391,0.00870000012218952,0.146443992853165,21,18.0764999389648,0.0282060001045465,0.164707005023956,21,16892216,0.998995006084442,18.4818992614746,0.0129289999604225,0.0461799986660481,8,18.4080009460449,18.5154991149902,17.7637996673584,0.0160479992628098,0.0685420036315918,11,17.9587001800537,0.0197930000722408,0.0722870007157326,11,16892216,0.999123990535736,18.1742000579834,0.0699160024523735,0.188299000263214,9,17.8640003204346,18.3185997009277,17.774299621582,0.114653997123241,0.235081002116203,9,17.8211994171143,0.0968369990587235,0.263337999582291,9,16892216
15,318.544,3.33353,993,112003185436910720,318.54374876,3.33354117,0.748193324273706,-0.660927762505679,0.0581484502071885,13334541414228,0.0150638096337905,PSO J318.5437+03.3335,PSX J211410.49+032000.7,-999,-999,-999,-999,112003185436910720,3590126000041643,79164837241515,0,13334541414228,11200,1,1402,88,0.953500742049423,3590126,18432,3,444915712,53,318.54373859,3.33356804,0.00100000004749745,0.00100000004749745,318.54374876,3.33354117,0.0152500001713634,0.015990000218153,56191.87201389,3.38000011444092,0.748193324273706,-0.660927762505679,0.0581484502071885,322.061558293753,18.4364200304809,54.3018241717758,-29.4558714923756,-999,5,58,5,12,23,8,10,112003185436910720,3590126000041643,0.999696016311646,21.9676990509033,0.117793001234531,0.318219989538193,5,21.701099395752,22.4305992126465,21.4726009368896,0.0990450009703636,0.344994008541107,5,21.4351005554199,0.114734001457691,0.339949011802673,5,16892216,0.999316990375519,20.636100769043,0.0288919992744923,0.0994929969310761,11,20.5226001739502,20.7889003753662,20.1494007110596,0.0270620007067919,0.110868997871876,11,20.1676006317139,0.0330579988658428,0.101961001753807,11,16892216,0.999401986598969,19.8672008514404,0.0284930001944304,0.14750200510025,16,19.5872993469238,20.1075992584229,19.2908992767334,0.0207139998674393,0.129115000367165,19,19.3393001556396,0.0166890006512403,0.0766670033335686,19,16892216,0.999296009540558,19.5123996734619,0.0232159998267889,0.142515003681183,8,19.2007999420166,19.6310005187988,19.0174007415771,0.0272569991648197,0.149877995252609,8,19.0617008209229,0.0261749997735024,0.104493997991085,8,16892216,0.99990302324295,19.2458992004395,0.0521150007843971,0.231747999787331,9,18.698299407959,19.3787002563477,18.6156005859375,0.060224998742342,0.379343003034592,10,18.6877002716064,0.0538519993424416,0.24057699739933,10,16892216
16,318.59,3.42277,994,112103185903627816,318.59040161,3.42277557,0.748662404026807,-0.66025762801169,0.0597031778817481,13334542044528,0.0240559375057807,PSO J318.5904+03.4228,PSX J211421.69+032521.9,-999,-999,-999,-999,112103185903627816,3590126000047579,79164837247451,0,13334542044528,11210,1,1402,88,0.0763464263420053,3590126,18432,3,444915712,53,318.59038073,3.42281036,0.00100000004749745,0.00100000004749745,318.59040161,3.42277557,0.0260799992829561,0.0204600002616644,56077.46064815,2.24990010261536,0.748662404026807,-0.66025762801169,0.0597031778817481,322.137750874019,18.5064853746049,54.4167080948111,-29.4447392410009,-999,5,44,1,10,16,8,9,112103185903627816,3590126000047579,0.432112008333206,21.9188995361328,0.170292004942894,-999,1,21.9188995361328,21.9188995361328,20.6653995513916,0.130428999662399,-999,1,21.0091991424561,0.170292004942894,-999,1,16892464,0.999629020690918,21.3673000335693,0.0228920001536608,0.0736320018768311,9,21.263500213623,21.4897003173828,21.0841007232666,0.0922449976205826,0.212748005986214,9,21.0645008087158,0.0569790005683899,0.16067099571228,9,16892216,0.999260008335114,20.5414009094238,0.0244299992918968,0.153020992875099,12,20.2756004333496,20.6594009399414,20.2810001373291,0.0689940005540848,0.13204300403595,13,20.2212009429932,0.0358400009572506,0.182725995779037,13,16892216,0.999334990978241,20.2180995941162,0.0445029996335506,0.214971005916595,8,19.8094997406006,20.3505992889404,19.771900177002,0.0817599967122078,0.226612001657486,7,19.8677997589111,0.0664509981870651,0.197212994098663,8,16892216,0.999623000621796,19.4950008392334,0.164416000247002,0.225826993584633,8,19.2409992218018,19.9318008422852,19.2908992767334,0.0911369994282722,0.239671006798744,8,19.3232002258301,0.130103006958961,0.358043998479843,8,115000
17,318.675,3.39999,995,112083186745320514,318.67451454,3.40001761,0.749648636057476,-0.659173452225275,0.0593066803874468,13334544045851,0.0291234837716475,PSO J318.6745+03.4000,PSX J211441.88+032400.0,-999,-999,-999,-999,112083186745320514,3590126000058842,79164837258714,0,13334544045851,11208,1,1402,88,0.152020920209606,3590126,18432,3,444915712,53,318.67448132,3.40004405,0.00100000004749745,0.00100000004749745,318.67451454,3.40001761,0.0485100001096725,0.0199800003319979,55959.42403935,5.75939989089966,0.749648636057476,-0.659173452225275,0.0593066803874468,322.214228281726,18.4584556118951,54.4488892147441,-29.5270990318869,-999,4,42,2,12,13,9,6,112083186745320514,3590126000058842,0.737971007823944,21.7061004638672,0.0748089998960495,0.107220999896526,2,21.6436996459961,21.7933006286621,-999,-999,-999,0,21.4358005523682,0.0254640001803637,0.0732439979910851,2,20528,0.999014019966125,20.8369007110596,0.0457580015063286,0.166476994752884,11,20.6445007324219,21.1499004364014,19.9801006317139,0.0427910014986992,0.117337003350258,11,20.0746002197266,0.0508010014891624,0.131933003664017,11,16892216,0.999206006526947,20.1343994140625,0.0539010018110275,0.197272002696991,10,19.8145999908447,20.3701992034912,19.2031002044678,0.0374470017850399,0.155904993414879,11,19.3532009124756,0.0642749965190887,0.187105000019073,11,16892216,0.998948991298676,19.8995990753174,0.059773001819849,0.155076995491982,9,19.6186008453369,20.1149997711182,18.9353008270264,0.0421800017356873,0.127578005194664,9,19.1354999542236,0.0548299998044968,0.158680006861687,9,16892216,0.998857975006104,19.3672008514404,0.0988560020923615,0.295231014490128,6,19.016300201416,19.8274002075195,18.4417991638184,0.114118002355099,0.378215998411179,6,18.6744995117188,0.0968869999051094,0.263633996248245,6,16892216
18,318.693,3.36691,996,112043186926060810,318.69263323,3.36693111,0.749882650674026,-0.658958854283543,0.0587302186222469,13334536830401,0.0220046984023907,PSO J318.6926+03.3669,PSX J211446.23+032200.9,-999,-999,-999,-999,112043186926060810,3590126000061166,79164837261038,0,13334536830401,11204,1,1402,88,0.574430350749223,3590126,18432,3,512024576,61,318.69260179,3.36696036,0.00100000004749745,0.00100000004749745,318.69263323,3.36693111,0.00937999971210957,0.0108899995684624,56114.27689815,3.57179999351501,0.749882650674026,-0.658958854283543,0.0587302186222469,322.221340240835,18.4213565474771,54.4289559968352,-29.5605823592478,-999,5,60,10,10,20,8,12,112043186926060810,3590126000061166,0.999166011810303,21.3335990905762,0.039342999458313,0.137843996286392,9,21.0783996582031,21.5291996002197,20.4957008361816,0.0424979999661446,0.171170994639397,10,20.6294002532959,0.0529350005090237,0.149162992835045,10,16892216,0.999346971511841,19.8883991241455,0.0225729998201132,0.0773610025644302,8,19.7807006835938,19.9972991943359,18.921199798584,0.0252780001610518,0.0716549977660179,10,19.2068004608154,0.0460759997367859,0.124540001153946,10,16892216,0.999256014823914,19.2891998291016,0.0281019993126392,0.119476996362209,14,19.1037006378174,19.5023002624512,18.2455005645752,0.0140060000121593,0.0583919994533062,16,18.5520992279053,0.0411569997668266,0.153514996170998,16,16892216,0.999417006969452,19.1664009094238,0.0428269989788532,0.192459002137184,6,18.793399810791,19.255500793457,18.0583992004395,0.0545799992978573,0.15896600484848,8,18.4899005889893,0.0537139996886253,0.191723003983498,8,16892216,0.999278008937836,18.7793006896973,0.0400179997086525,0.16499300301075,9,18.4078998565674,18.9083003997803,18.0377998352051,0.0344410017132759,0.173199996352196,12,18.1462001800537,0.0319419987499714,0.193158999085426,12,16892216
19,318.803,3.34011,997,112003188030938640,318.80311698,3.3401168,0.751172528828441,-0.657529658797042,0.0582630220271027,13334409344992,0.00701874552292353,PSO J318.8031+03.3401,PSX J211512.74+032024.4,-999,-999,-999,-999,112003188030938640,3590146000007624,79426830212551,0,13334409344992,11200,1,1402,87,0.337028682545785,3590146,18493,3,512024576,61,318.8030873,3.34016544,0.00100000004749745,0.00100000004749745,318.80311698,3.3401168,0.00820000004023314,0.00406000018119812,56214.93696759,2.14459991455078,0.751172528828441,-0.657529658797042,0.0582630220271027,322.322743000898,18.3611491570395,54.4742561113007,-29.6670384090992,-999,10,75,10,12,27,12,14,112003188030938640,3590146000007624,0.999629974365234,20.4771995544434,0.0255449991673231,0.0760419964790344,8,20.3596992492676,20.5846004486084,19.6487998962402,0.0401469990611076,0.11871899664402,8,19.7940006256104,0.0313129983842373,0.0843140035867691,8,16892216,0.998816013336182,19.3906002044678,0.0205429997295141,0.0710169970989227,9,19.2705993652344,19.4640998840332,18.4186000823975,0.0121149998158216,0.0429489985108376,12,18.7301006317139,0.0262349992990494,0.100869998335838,12,16892216,0.999799013137817,18.7931995391846,0.0222989991307259,0.0870030000805855,16,18.6117992401123,18.9314002990723,17.8651008605957,0.0230219997465611,0.161217004060745,25,18.1735992431641,0.0334860011935234,0.148305997252464,25,16892216,0.998542010784149,18.5400009155273,0.0306540001183748,0.0772349983453751,6,18.4853992462158,18.6657009124756,17.7147998809814,0.0113779995590448,0.159321993589401,9,17.9370994567871,0.0161899998784065,0.0560799986124039,9,16892216,0.999639987945557,18.3075008392334,0.0318909995257854,0.155412003397942,10,18.0956001281738,18.5876998901367,17.6240997314453,0.0560609996318817,0.121748000383377,13,17.7581005096436,0.0414349995553494,0.145317003130913,13,16892216
20,318.475,3.65646,998,112383184750808254,318.47504669,3.65645797,0.747143059213507,-0.66159665654398,0.0637739219345047,13334579728063,0.00279834935637176,PSO J318.4750+03.6565,PSX J211354.01+033923.2,-999,-999,-999,-999,112383184750808254,3590126000032171,79164837232043,0,13334579728063,11238,1,1402,98,0.176932156250749,3590126,18432,3,444915712,53,318.47506357,3.65648888,0.00100000004749745,0.00100000004749745,318.47504669,3.65645797,0.0147599996998906,0.0127999996766448,56456.66137731,2.21700000762939,0.747143059213507,-0.66159665654398,0.0637739219345047,322.09998792211,18.7645223050985,54.5652031560397,-29.218676817342,-999,5,64,2,12,30,9,11,112383184750808254,3590126000032171,0.700560986995697,20.8673992156982,0.23955899477005,0.38484600186348,2,20.7569007873535,21.2360000610352,20.6544990539551,0.198804005980492,0.319779008626938,2,20.4456996917725,0.234011992812157,0.373021990060806,2,16896056,0.998592019081116,20.9181003570557,0.0447009988129139,0.137688994407654,5,20.8425006866455,21.121000289917,20.4529991149902,0.0702380016446114,0.22163400053978,5,20.3766994476318,0.0555500015616417,0.159317001700401,5,16892216,0.999678015708923,20.0695991516113,0.0237329993396997,0.155984997749329,29,19.7409000396729,20.2698993682861,19.7019004821777,0.0199510008096695,0.117642000317574,29,19.6844005584717,0.0152300000190735,0.100916996598244,30,16892216,0.999484002590179,19.6411991119385,0.0297289993613958,0.154134005308151,8,19.3020992279053,19.7856998443604,19.2765007019043,0.0400569997727871,0.129227995872498,8,19.2758007049561,0.045014001429081,0.15820400416851,8,16892216,0.999050974845886,19.3069000244141,0.0599359981715679,0.185858994722366,10,19.1184997558594,19.6096000671387,18.909200668335,0.069641001522541,0.303431004285812,10,18.8047008514404,0.0446750000119209,0.175548002123833,10,16892216
