index,RA,Dec,our_id,ObjID,Column1,Column2,cx,cy,cz,htmID,distance,objName,objNameHMS,objAltName1,objAltName2,objAltName3,objPopularName,Column3,uniquePspsOBid,ippObjID,surveyID,Column4,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,Column5,Column6,Column7,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,Column8,Column9,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gMeanKronMag,gMeanKronMagErr,gMeanKronMagStd,gMeanKronMagNpt,gMeanApMag,gMeanApMagErr,gMeanApMagStd,gMeanApMagNpt,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rMeanKronMag,rMeanKronMagErr,rMeanKronMagStd,rMeanKronMagNpt,rMeanApMag,rMeanApMagErr,rMeanApMagStd,rMeanApMagNpt,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iMeanKronMag,iMeanKronMagErr,iMeanKronMagStd,iMeanKronMagNpt,iMeanApMag,iMeanApMagErr,iMeanApMagStd,iMeanApMagNpt,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zMeanKronMag,zMeanKronMagErr,zMeanKronMagStd,zMeanKronMagNpt,zMeanApMag,zMeanApMagErr,zMeanApMagStd,zMeanApMagNpt,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yMeanKronMag,yMeanKronMagErr,yMeanKronMagStd,yMeanKronMagNpt,yMeanApMag,yMeanApMagErr,yMeanApMagStd,yMeanApMagNpt,yFlags
21,318.576,3.68877,999,112423185763426990,318.57635338,3.6887393,0.748284621742884,-0.660250695386277,0.0643361803734662,13334581353306,0.0212389003454861,PSO J318.5764+03.6887,PSX J211418.32+034119.4,-999,-999,-999,-999,112423185763426990,3590126000045837,79164837245709,0,13334581353306,11242,1,1402,98,0.288993055270047,3590126,18432,3,444915712,53,318.57633404,3.68877295,0.00100000004749745,0.00100000004749745,318.57635338,3.6887393,0.0195300001651049,0.00860999990254641,56372.46284722,3.96280002593994,0.748284621742884,-0.660250695386277,0.0643361803734662,322.212065418893,18.7633404738732,54.6607150667572,-29.2843937424419,-999,5,70,3,12,32,9,14,112423185763426990,3590126000045837,0.998248994350433,21.9412002563477,0.107753999531269,0.20914900302887,3,21.8675003051758,22.2187004089355,21.1947994232178,0.12635800242424,0.907652020454407,3,21.1131992340088,0.0286420006304979,0.0822039991617203,3,16892216,0.999051988124847,20.5916996002197,0.0375650003552437,0.100450001657009,10,20.4106006622314,20.7922992706299,20.1247005462646,0.0222030002623796,0.0780669972300529,10,20.1266002655029,0.0214930009096861,0.0661569982767105,10,16892216,0.999800026416779,19.7462997436523,0.0216099992394447,0.113219000399113,25,19.486499786377,19.922700881958,19.2451000213623,0.0179280005395412,0.126154005527496,32,19.2959995269775,0.0191840007901192,0.108034998178482,32,16892216,0.999449014663696,19.3964004516602,0.0249540004879236,0.117671996355057,8,19.1797008514404,19.5671005249023,18.9137992858887,0.045194000005722,0.204017996788025,8,18.8743991851807,0.0426120012998581,0.172106996178627,8,16892216,0.999477982521057,19.1706008911133,0.0662169978022575,0.274224996566772,12,18.6243991851807,19.5949993133545,18.6856994628906,0.0830890014767647,0.257847994565964,13,18.6609001159668,0.066370002925396,0.15650999546051,13,16892216
22,318.616,3.72364,1000,112463186158668835,318.6159064,3.72360728,0.748710720001261,-0.659707968442914,0.0649434687102319,13334575848183,0.00593806252678759,PSO J318.6159+03.7236,PSX J211427.81+034324.9,-999,-999,-999,-999,112463186158668835,3590126000051054,79164837250926,0,13334575848183,11246,1,1402,98,0.807337607077637,3590126,18432,3,444751872,53,318.61589761,3.72358313,0.00100000004749745,0.00100000004749745,318.6159064,3.72360728,0.0228799991309643,0.0228799991309643,56747.17189815,0.885599970817566,0.748710720001261,-0.659707968442914,0.0649434687102319,322.263234834945,18.7839938692828,54.7191862119416,-29.2975523993396,-999,3,8,2,0,5,0,1,112463186158668835,3590126000051054,0.737412989139557,21.3530006408691,0.0438139997422695,0.108276002109051,2,21.2756004333496,21.4286994934082,-999,-999,-999,0,21.7383995056152,0.404060006141663,0.5728520154953,2,20536,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,114720,0.998193025588989,20.3390007019043,0.0167909990996122,0.0424860008060932,3,20.3108997344971,20.3920001983643,19.9710006713867,0.055137999355793,0.0841870009899139,3,19.9178009033203,0.0420509986579418,0.0729919970035553,3,16892216,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,114720,0.560357987880707,19.8041000366211,0.275426000356674,-999,1,19.8041000366211,19.8041000366211,-999,-999,-999,0,19.8915996551514,0.275426000356674,-999,1,20528
23,318.879,3.6824,1001,112413188787159334,318.87872759,3.68236384,0.751763997410881,-0.656297206972577,0.0642251377328766,13334561300989,0.0164545179415884,PSO J318.8787+03.6824,PSX J211530.89+034056.5,-999,-999,-999,-999,112413188787159334,3590146000018852,79426830223779,0,13334561300989,11241,1,1402,97,0.88829938032506,3590146,18493,3,444915712,53,318.87870935,3.68238625,0.00100000004749745,0.00100000004749745,318.87872759,3.68236384,0.0094999996945262,0.00853000022470951,56290.51164352,2.67190003395081,0.751763997410881,-0.656297206972577,0.0642251377328766,322.51224320306,18.6620448586984,54.8489281289361,-29.5377937508662,-999,5,75,12,14,28,6,15,112413188787159334,3590146000018852,0.99965101480484,21.2332000732422,0.0411729998886585,0.147979006171227,11,21.0837001800537,21.4647006988525,20.5098991394043,0.0398800000548363,0.149085998535156,11,20.5629005432129,0.0333879999816418,0.136142000555992,11,16892216,0.999191999435425,20.0030002593994,0.0292629990726709,0.0970819965004921,11,19.8388996124268,20.1651992797852,19.0933990478516,0.0237249992787838,0.0866549983620644,14,19.2936992645264,0.033720999956131,0.121740996837616,14,16892216,0.999741971492767,19.3362998962402,0.0320440009236336,0.14936900138855,21,19.0524005889893,19.5494995117188,18.4692001342773,0.0199059993028641,0.106799997389317,28,18.7085990905762,0.0219260007143021,0.12677900493145,28,16892216,0.997898995876312,19.1347999572754,0.0480340011417866,0.100394003093243,5,19.0039005279541,19.1979999542236,18.2493000030518,0.0433790013194084,0.101553000509739,6,18.4076995849609,0.0312130004167557,0.0817509964108467,6,16892216,0.999894976615906,18.8269996643066,0.0684529989957809,0.244037002325058,15,18.3500003814697,19.2089004516602,18.2028007507324,0.0791769996285439,0.276573002338409,15,18.3027992248535,0.0507920011878014,0.19157999753952,15,16892216
24,318.485,3.60936,1002,112333184846051704,318.48460201,3.60934723,0.747292395766435,-0.661506577916165,0.0629533367130541,13334572106717,0.0238443478492677,PSO J318.4846+03.6093,PSX J211356.30+033633.6,-999,-999,-999,-999,112333184846051704,3590126000033458,79164837233330,0,13334572106717,11233,1,1402,98,0.602557779850958,3590126,18432,3,444915712,53,318.48462208,3.60939599,0.00100000004749745,0.00100000004749745,318.48460201,3.60934723,0.0131599996238947,0.0152099998667836,56358.44327546,4.98150014877319,0.747292395766435,-0.661506577916165,0.0629533367130541,322.093901193895,18.7168029652664,54.526553432761,-29.2529242818737,-999,10,71,12,10,31,11,7,112333184846051704,3590126000033458,0.999100029468536,21.1093006134033,0.0893040001392365,0.270597010850906,12,20.8094005584717,21.6639003753662,19.8068008422852,0.0621890015900135,0.321803987026215,12,20.0128002166748,0.0807029977440834,0.354310989379883,12,16892216,0.998799979686737,20.3878993988037,0.0548160001635551,0.147701993584633,10,20.2716007232666,20.6574001312256,19.1082000732422,0.0286209993064404,0.09756900370121,10,19.4083995819092,0.0381180010735989,0.119519002735615,10,16892216,0.999765992164612,19.6597995758057,0.0600959993898869,0.248126000165939,23,19.1909999847412,20.0869007110596,18.6732997894287,0.0185739994049072,0.0710709989070892,28,18.8418006896973,0.0347080007195473,0.164755001664162,28,16892216,0.999136984348297,19.5475006103516,0.0476859994232655,0.172330006957054,9,19.2544994354248,19.7285995483398,18.5266990661621,0.0337980017066002,0.102723002433777,11,18.6655006408691,0.0546149984002113,0.149395003914833,11,16892216,0.999614000320435,18.9291000366211,0.117329001426697,0.30486199259758,6,18.586799621582,19.3899993896484,18.2182006835938,0.0398150011897087,0.135634005069733,6,18.246000289917,0.0751890018582344,0.168207004666328,6,16892216
24,318.485,3.60936,1002,112333184851271199,318.48510656,3.60891332,0.7472985779685,-0.661500313171421,0.0629457785746666,13334572109446,0.0275499367601292,PSO J318.4851+03.6089,PSX J211356.42+033632.0,-999,-999,-999,-999,112333184851271199,3590126000033555,79164837233427,0,13334572109446,11233,1,1402,98,0.926551615750931,3590126,18432,3,302067712,36,-999,-999,-999,-999,318.48510656,3.60891332,0.1475899964571,0.1475899964571,55416.46824074,-999,0.7472985779685,-0.661500313171421,0.0629457785746666,322.09426181053,18.7162327145776,54.5264636903681,-29.2535843646986,-999,0,3,2,1,0,0,0,112333184851271199,3590126000033555,0.993794977664948,21.9811000823975,0.14682100713253,-999,1,21.9811000823975,21.9811000823975,21.3271007537842,0.152831003069878,-999,1,21.2968006134033,0.14682100713253,-999,1,16777496,0.825632989406586,21.3174991607666,0.139660999178886,-999,1,21.3174991607666,21.3174991607666,20.775899887085,0.179951995611191,-999,1,21.149299621582,0.139660999178886,-999,1,4120,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0
25,318.411,3.45969,1003,112153184106022056,318.41063112,3.45969671,0.746558177252102,-0.662577692507142,0.0603464114088793,13334090144322,0.0220961309986321,PSO J318.4106+03.4597,PSX J211338.55+032734.9,-999,-999,-999,-999,112153184106022056,3590126000021869,79164837221740,0,13334090144322,11215,1,1402,88,0.354739496814776,3590126,18432,3,444915712,53,318.41064166,3.45972771,0.00100000004749745,0.00100000004749745,318.41063112,3.45969671,0.0228700004518032,0.0165699999779463,56347.69770833,2.58170008659363,0.746558177252102,-0.662577692507142,0.0603464114088793,321.970295729866,18.5979271148112,54.336984545831,-29.2752216925202,-999,10,62,1,16,25,10,10,112153184106022056,3590126000021869,0.999495029449463,21.7831993103027,0.183368995785713,-999,1,21.7831993103027,21.7831993103027,21.5809993743896,0.234654992818832,-999,1,21.474100112915,0.183368995785713,-999,1,115000,0.999260008335114,21.0657997131348,0.0331830009818077,0.140756994485855,14,20.906099319458,21.4134998321533,20.6620006561279,0.0607549995183945,0.257993996143341,14,20.5956993103027,0.0333999991416931,0.149157002568245,14,16892216,0.999661982059479,20.4269008636475,0.026290999725461,0.160796001553535,23,20.1380004882813,20.6215000152588,20.0419998168945,0.0283189993351698,0.142976999282837,24,20.0086994171143,0.0162840001285076,0.100431002676487,24,16892216,0.999432027339935,20.0440998077393,0.0361879989504814,0.139614999294281,8,19.7833003997803,20.1446990966797,19.7073001861572,0.0623009987175465,0.175494998693466,8,19.6562004089355,0.0511890016496181,0.188091993331909,8,16892216,0.999180018901825,19.5713005065918,0.128867998719215,0.386665999889374,9,18.8472995758057,20.0160999298096,19.1123008728027,0.118000999093056,0.337123990058899,10,19.1958999633789,0.114139996469021,0.365808010101318,10,16892216
25,318.411,3.45969,1003,112153184107542364,318.41075506,3.45991343,0.74655943978724,-0.662575926060209,0.0603501869924166,13334090152835,0.019872419373154,PSO J318.4108+03.4599,PSX J211338.58+032735.6,-999,-999,-999,-999,112153184107542364,3590126000021898,79164837221769,0,13334090152835,11215,1,1402,88,0.744287548348575,3590126,18432,3,302067712,36,-999,-999,-999,-999,318.41075506,3.45991343,0.140909999608994,0.140909999608994,55504.21070602,-999,0.74655943978724,-0.662575926060209,0.0603501869924166,321.970491439101,18.5980940474193,54.337269871861,-29.2752035467406,-999,0,2,0,1,0,1,0,112153184107542364,3590126000021898,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,0.634809970855713,21.63450050354,0.197971999645233,-999,1,21.63450050354,21.63450050354,22.013599395752,0.239794000983238,-999,1,22.6329002380371,0.197971999645233,-999,1,4120,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,0.998960018157959,19.6828994750977,0.140105992555618,-999,1,19.6828994750977,19.6828994750977,19.7479000091553,0.226254999637604,-999,1,19.2845993041992,0.140105992555618,-999,1,16777488,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0
26,318.655,3.62991,1004,112353186553466361,318.65536899,3.62990967,0.749243648580732,-0.659261411459369,0.063311503078296,13334596504466,0.0220949931210844,PSO J318.6554+03.6299,PSX J211437.28+033747.6,-999,-999,-999,-999,112353186553466361,3590126000056361,79164837256233,0,13334596504466,11235,1,1402,98,0.374711459851555,3590126,18432,3,512024576,61,318.65533609,3.62993413,0.00100000004749745,0.00100000004749745,318.65536899,3.62990967,0.00817000027745962,0.00807000044733286,56326.80547454,3.30419993400574,0.749243648580732,-0.659261411459369,0.063311503078296,322.271509228653,18.6826591267136,54.655467316883,-29.3826690144766,-999,5,79,9,14,32,11,13,112353186553466361,3590126000056361,0.999612987041473,21.4561004638672,0.0859559997916222,0.361757010221481,8,21.1415996551514,22.1273994445801,21.0573997497559,0.131734997034073,0.618480980396271,8,21.0417003631592,0.123818002641201,0.503935992717743,8,16892216,0.999261975288391,19.94580078125,0.0181760005652905,0.0522600002586842,11,19.8715991973877,20.0566005706787,19.3169994354248,0.0337850004434586,0.15675100684166,13,19.4181003570557,0.0290350001305342,0.092509999871254,13,16892216,0.999714970588684,19.2432994842529,0.0226930007338524,0.0945039987564087,23,19.0337009429932,19.4074001312256,18.6333999633789,0.012640000320971,0.0831409990787506,32,18.6784992218018,0.0170510001480579,0.103070996701717,32,16892216,0.999448001384735,18.9540004730225,0.0276790000498295,0.208100005984306,10,18.4202003479004,19.0995006561279,18.3512001037598,0.0313029997050762,0.19336199760437,11,18.3673000335693,0.037576001137495,0.244672998785973,11,16892216,0.999185025691986,18.7029991149902,0.07413300126791,0.274340987205505,12,18.2301006317139,19.0088996887207,18.2395000457764,0.0407340005040169,0.233991995453835,12,18.1875991821289,0.0511099994182587,0.251825004816055,12,16892216
27,318.578,3.6407,1005,112363185784219267,318.57854241,3.64068351,0.74835004660304,-0.660257573950423,0.0634991636978719,13334578067929,0.0324939876494458,PSO J318.5785+03.6407,PSX J211418.85+033826.4,-999,-999,-999,-999,112363185784219267,3590126000046078,79164837245950,0,13334578067929,11236,1,1402,98,0.637109309096922,3590126,18432,3,1384198144,165,318.57847248,3.64074329,0.00100000004749745,0.00100000004749745,318.57854241,3.64068351,0.060199998319149,0.060199998319149,56331.14834491,5.71299982070923,0.74835004660304,-0.660257573950423,0.0634991636978719,322.198271273479,18.7170425995149,54.6164592210006,-29.3131093383008,-999,1,5,2,1,1,0,1,112363185784219267,3590126000046078,0.999216020107269,21.9806995391846,0.0702719986438751,0.099541999399662,2,21.9144992828369,22.0550003051758,20.6914005279541,0.00014000000373926,-999,2,20.8409004211426,0.458003997802734,0.728778004646301,2,16892216,0.998199999332428,21.1977996826172,0.117411002516747,-999,1,21.1977996826172,21.1977996826172,20.3318004608154,0.119300000369549,-999,1,20.5494995117188,0.117411002516747,-999,1,16793912,0.935400009155273,20.861400604248,0.0923629999160767,-999,1,20.861400604248,20.861400604248,20.3808002471924,0.091107003390789,-999,1,20.2485008239746,0.0923629999160767,-999,1,16793912,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,16416,0.530182003974915,18.6093997955322,0.180094003677368,-999,1,18.6093997955322,18.6093997955322,-999,-999,-999,0,18.4237995147705,0.180094003677368,-999,1,20528
28,318.766,3.54238,1006,112253187660191378,318.76603571,3.54240587,0.750587451545095,-0.657875984932144,0.0617872643236586,13334591408592,0.00264244845292773,PSO J318.7660+03.5424,PSX J211503.84+033232.6,-999,-999,-999,-999,112253187660191378,3590146000002419,79426830207346,0,13334591408592,11225,1,1402,88,0.918164819402774,3590146,18493,3,444915712,53,318.76601821,3.54242262,0.00100000004749745,0.00100000004749745,318.76603571,3.54240587,0.0208500009030104,0.0203600004315376,56344.02784722,3.10590004920959,0.750587451545095,-0.657875984932144,0.0617872643236586,322.352989644146,18.5647856690539,54.643258686604,-29.5231791778672,-999,5,62,1,14,34,11,2,112253187660191378,3590146000002419,0.998468995094299,21.9137992858887,0.145183995366097,-999,1,21.9137992858887,21.9137992858887,21.7306003570557,0.206165000796318,-999,1,21.8938999176025,0.145183995366097,-999,1,115000,0.99966698884964,21.2497005462646,0.0366620011627674,0.116121001541615,14,21.0072994232178,21.4601001739502,20.7457008361816,0.0760390013456345,0.282234013080597,14,20.7304000854492,0.0432990007102489,0.25908300280571,14,16892216,0.999719977378845,20.4829006195068,0.0299229994416237,0.155852004885674,29,20.1688003540039,20.7628002166748,19.9326992034912,0.0330669991672039,0.154412001371384,32,19.9710998535156,0.0262359995394945,0.152243003249168,32,16892216,0.999521970748901,20.1564998626709,0.0254219993948936,0.172089993953705,11,19.7206993103027,20.3120994567871,19.6434001922607,0.0863159969449043,0.271387010812759,11,19.6658000946045,0.0512580014765263,0.15667299926281,11,16892216,0.997699022293091,19.769100189209,0.193470001220703,0.300626009702683,2,19.4876003265381,19.8745002746582,19.5296001434326,0.0207410007715225,0.0334080010652542,2,19.3344993591309,0.0161930005997419,0.0241340007632971,2,115000
29,318.79,3.51186,1007,112213187902534743,318.79029419,3.51187123,0.750890588033762,-0.6575797348277,0.0612553438178381,13334593946259,0.0176311328785019,PSO J318.7903+03.5119,PSX J211509.67+033042.7,-999,-999,-999,-999,112213187902534743,3590146000005890,79426830210817,0,13334593946259,11221,1,1402,88,0.0528045064330143,3590146,18493,3,444915712,53,318.7902857,3.51188946,0.00100000004749745,0.00100000004749745,318.79029419,3.51187123,0.0124599998816848,0.008500000461936,56259.89512731,2.88649988174438,0.750890588033762,-0.6575797348277,0.0612553438178381,322.367059343105,18.5281703471073,54.6297683668662,-29.560339164531,-999,10,67,8,12,27,10,10,112213187902534743,3590146000005890,0.99939900636673,22.1530990600586,0.0363739989697933,0.120897002518177,6,22.0419998168945,22.3281002044678,21.7593002319336,0.182702004909515,0.409893989562988,6,21.8307991027832,0.120196998119354,0.337769985198975,6,115000,0.999405980110168,20.4808006286621,0.0253069996833801,0.0700730010867119,10,20.3901996612549,20.62619972229,19.8330001831055,0.0462080016732216,0.156142994761467,11,19.9057998657227,0.0316330008208752,0.130882993340492,11,16892216,0.999890029430389,19.6585006713867,0.0318630002439022,0.222444996237755,22,19.096700668335,19.8771991729736,18.9190006256104,0.0166319999843836,0.0966409966349602,25,19.0835990905762,0.0291210003197193,0.126191005110741,25,16892216,0.999460995197296,19.3584995269775,0.0320880003273487,0.0882430002093315,9,19.263599395752,19.4939994812012,18.7108993530273,0.0180040001869202,0.0563689991831779,10,18.7644004821777,0.0162560008466244,0.0466220006346703,10,16892216,0.999369025230408,18.9379997253418,0.134433001279831,0.266799986362457,10,18.6263999938965,19.5683994293213,18.2810001373291,0.176263004541397,0.299827992916107,10,18.3721008300781,0.103203997015953,0.151054993271828,10,16892216
30,318.756,3.65996,1008,112393187563032446,318.7562927,3.65997404,0.750378659786214,-0.657918641465873,0.0638351638922059,13334584396403,0.0175464150644532,PSO J318.7563+03.6600,PSX J211501.51+033935.9,-999,-999,-999,-999,112393187563032446,3590146000000945,79426830205872,0,13334584396403,11239,1,1402,98,0.322748179848071,3590146,18493,3,444915712,53,318.75627316,3.65998908,0.00100000004749745,0.00100000004749745,318.7562927,3.65997404,0.0099499998614192,0.00757999997586012,56268.62431713,2.74780011177063,0.750378659786214,-0.657918641465873,0.0638351638922059,322.382412764213,18.6794128154851,54.7488542966793,-29.4492341753002,-999,5,70,14,14,22,9,11,112393187563032446,3590146000000945,0.999553978443146,21.2914009094238,0.0463210009038448,0.158640995621681,11,21.0338001251221,21.5100994110107,20.7362003326416,0.0675579980015755,0.205974996089935,11,20.8374996185303,0.0447200015187263,0.15344800055027,11,16892216,0.999746024608612,19.92799949646,0.0308149997144938,0.10437099635601,13,19.7542991638184,20.0666007995605,19.3579006195068,0.028379000723362,0.0993940010666847,13,19.4237003326416,0.0198219995945692,0.0898849964141846,13,16892216,0.999729990959167,19.2957992553711,0.0128070004284382,0.0629179999232292,14,19.1597995758057,19.3693008422852,18.7252006530762,0.0166420005261898,0.0825219973921776,19,18.8006992340088,0.0148040000349283,0.0644230023026466,19,16892216,0.99967497587204,19.0328998565674,0.0183540005236864,0.0465979985892773,7,18.9591007232666,19.111400604248,18.44580078125,0.0286839995533228,0.12041500210762,9,18.4834003448486,0.0326449982821941,0.146477997303009,9,16892216,0.999123990535736,18.6872997283936,0.0454480014741421,0.154642000794411,11,18.3320999145508,18.9092998504639,18.0249004364014,0.0760800018906593,0.29942598938942,11,18.146900177002,0.0685560032725334,0.201854005455971,11,16892216
31,318.773,3.55941,1009,112273187727261760,318.77274075,3.55942375,0.750650598732521,-0.657776019105644,0.0620837121315956,13334591517197,0.0155468985207729,PSO J318.7727+03.5594,PSX J211505.45+033333.9,-999,-999,-999,-999,112273187727261760,3590146000003351,79426830208278,0,13334591517197,11227,1,1402,88,0.68391850375004,3590146,18493,3,512024576,61,318.77273359,3.55944497,0.00100000004749745,0.00100000004749745,318.77274075,3.55942375,0.0057600000873208,0.0106300003826618,56297.11914352,3.13739991188049,0.750650598732521,-0.657776019105644,0.0620837121315956,322.365354337732,18.5788219101947,54.6637672646999,-29.5191900898302,-999,5,77,14,12,28,13,10,112273187727261760,3590146000003351,0.999005019664764,21.1105003356934,0.0477130003273487,0.158249005675316,14,20.8334007263184,21.320499420166,20.6371002197266,0.0485420003533363,0.203059002757072,14,20.6355991363525,0.0510470010340214,0.18249599635601,14,16892216,0.999419987201691,19.5774993896484,0.0338210016489029,0.103329002857208,10,19.4137001037598,19.7240009307861,19.0034008026123,0.0217540003359318,0.0786050036549568,11,19.0618991851807,0.034256000071764,0.116669997572899,11,16892216,0.999889016151428,18.9148998260498,0.0181070007383823,0.0620680004358292,16,18.7987995147705,19.0347995758057,18.3138999938965,0.014746000058949,0.0670989975333214,25,18.4545001983643,0.0176870003342628,0.0935729965567589,25,16892216,0.999549984931946,18.7012996673584,0.0178810004144907,0.120422996580601,10,18.4034004211426,18.8241004943848,18.0932998657227,0.0251419991254807,0.148679003119469,12,18.1567001342773,0.0231330003589392,0.128937005996704,12,16892216,0.999490022659302,18.4360008239746,0.0308059994131327,0.103790998458862,7,18.2397994995117,18.4901008605957,17.9846000671387,0.0505140013992786,0.144780993461609,9,17.9867000579834,0.0327260009944439,0.0966849997639656,9,16892216
31,318.773,3.55941,1009,112273187728661409,318.7728584,3.55910123,0.75065221222153,-0.657774708040704,0.0620780939534243,13334591520025,0.0203745898427076,PSO J318.7729+03.5591,PSX J211505.48+033332.7,-999,-999,-999,-999,112273187728661409,3590146000003368,79426830208295,0,13334591520025,11227,1,1402,88,0.42197705006411,3590146,18493,3,277348352,33,-999,-999,-999,-999,318.7728584,3.55910123,0.049380000680685,0.049380000680685,56507.49060185,-999,0.75065221222153,-0.657774708040704,0.0620780939534243,322.365364495578,18.5784788145531,54.6635358565292,-29.5194680428237,-999,0,2,0,2,0,0,0,112273187728661409,3590146000003368,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,0.640493988990784,20.5098991394043,0.145661994814873,0.290455996990204,2,20.2194004058838,20.510799407959,-999,-999,-999,0,19.6294002532959,0.0935269966721535,0.186003997921944,2,16781336,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,0
32,318.738,3.66308,1010,112393187378656752,318.73789466,3.66354794,0.75016436465261,-0.658156931615671,0.0638974128708674,13334584855378,0.0287761813533136,PSO J318.7379+03.6635,PSX J211457.09+033948.7,-999,-999,-999,-999,112393187378656752,3590126000067529,79164837267401,0,13334584855378,11239,1,1402,98,0.101378980187121,3590126,18432,3,444915712,53,318.73786965,3.66361201,0.00100000004749745,0.00100000004749745,318.73789466,3.66354794,0.0178900007158518,0.0432699993252754,56303.32113426,25.9666996002197,0.75016436465261,-0.658156931615671,0.0638974128708674,322.36521299053,18.6886001445434,54.7404289653338,-29.4320282587249,-999,5,54,10,10,19,8,7,112393187378656752,3590126000067529,0.99913501739502,21.3677997589111,0.0669440031051636,0.189073994755745,9,21.1809997558594,21.6308994293213,20.604700088501,0.113989003002644,0.297504991292953,9,20.7605991363525,0.100447997450829,0.291112989187241,9,16892216,0.999584019184113,20.0447006225586,0.0274379998445511,0.0921600013971329,9,19.8847007751465,20.1849002838135,18.9771995544434,0.0205230005085468,0.0701500028371811,10,19.1208992004395,0.0328099988400936,0.0952529981732368,10,16892216,0.999689996242523,19.4360008239746,0.0333620011806488,0.138692006468773,10,19.3169994354248,19.6700000762939,18.2653999328613,0.0157680008560419,0.071613997220993,15,18.4992008209229,0.0613260008394718,0.255627989768982,16,16892216,0.99857097864151,19.210599899292,0.0378409996628761,0.133076995611191,7,19.0928001403809,19.4321002960205,18.0464000701904,0.0225399993360043,0.0594890005886555,8,18.3108005523682,0.06317999958992,0.211647003889084,8,16892216,0.999032974243164,19.0421009063721,0.0253049992024899,0.110077999532223,6,18.8549995422363,19.1515998840332,18.2322006225586,0.121730998158455,0.370817989110947,7,18.3591995239258,0.0670489966869354,0.172077998518944,7,16892216
32,318.738,3.66308,1010,112393187379856170,318.73798538,3.66314461,0.750165744850903,-0.658156040462095,0.0638903878180956,13334584855547,0.00397421268313963,PSO J318.7380+03.6631,PSX J211457.11+033947.3,-999,-999,-999,-999,112393187379856170,3590126000067545,79164837267417,0,13334584855547,11239,1,1402,98,0.925025505875261,3590126,18432,3,377806848,45,-999,-999,-999,-999,318.73798538,3.66314461,0.0437100008130074,0.0752900019288063,56328.44645833,10.7656002044678,0.750165744850903,-0.658156040462095,0.0638903878180956,322.365169279947,18.6881888573499,54.7401038171958,-29.4323293874522,-999,0,15,2,0,5,2,6,112393187379856170,3590126000067545,0.999490022659302,21.4165000915527,0.168268993496895,0.335473001003265,2,21.0811004638672,21.4176006317139,20.641300201416,0.032319001853466,0.0639820024371147,2,20.8003005981445,0.150821000337601,0.300529003143311,2,16777496,-999,18.4810009002686,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,0,4,0.947672009468079,19.7418994903564,0.0528229996562004,0.0747030004858971,2,19.6891994476318,19.7947998046875,18.9633007049561,0.0230359993875027,-999,1,19.1907005310059,0.0645409971475601,0.161421999335289,2,16777496,0.999400019645691,19.380199432373,0.0145030003041029,0.0207390002906322,2,19.3635997772217,19.392599105835,18.6429996490479,0.00752699980512261,0.0107540003955364,2,18.7803001403809,0.0413050018250942,0.059153001755476,2,16777496,0.999769985675812,19.1240997314453,0.0201929993927479,0.388897985219955,3,18.5748996734619,19.1446990966797,18.4489002227783,0.102737002074718,0.512884020805359,4,18.5527000427246,0.00294700008817017,0.00417699990794063,4,16777496
