,our_id,RA,Dec
12856,200129_15198,308.7881652,29.57095572
12857,200129_15199,308.3317702,29.56204216
12858,200129_15201,308.8434522,29.58031619
12859,200129_15202,309.3330301000001,29.59941554
12860,200129_15204,309.7037342,29.68290695
12861,200129_15205,308.1477442,29.52289968
12862,200129_15206,309.2653207,29.51972126
12863,200129_15207,309.1402187,29.52755385
12864,200129_15208,309.6087905,29.54621693
12865,200129_15209,307.90151569999995,29.60738506
12866,200129_15211,308.992126,29.51087752
12867,200129_15212,308.3694655,29.56070403
12868,200129_15213,308.1913934,29.6022462
12869,200129_15214,308.4348497,29.67529071
12870,200129_15215,308.683114,29.46486434
12871,200129_15216,307.8808862,29.54739945
12872,200129_15217,309.3527986,29.67424517
12873,200129_15218,309.8286722,29.61833525
12874,200129_15219,309.2708127,29.63162035
12875,200129_15220,309.2414812,29.54157203
12876,200129_15221,309.0909102,29.66434817
12877,200129_15222,307.5845161000001,29.70467867
12878,200129_15223,308.3063498,29.40358341
12879,200129_15224,309.5938187,29.54732891
12880,200129_15225,309.2413948,29.63566359
12881,200129_15226,308.1410656000001,29.65602513
12882,200129_15227,308.7981985,29.65158895
12883,200129_15228,309.6313007,29.66513383
12884,200129_15229,309.964015,29.61763777
12885,200129_15230,309.5219463,29.50909803
12886,200129_15231,308.4900452,29.70040075
12887,200129_15232,309.4423665,29.71590677
12888,200129_15233,309.4678024,29.4952813
12889,200129_15234,308.1379596000001,29.51579823
12890,200129_15235,308.5170958,29.59925103
12891,200129_15236,308.6735009,29.62991439
12892,200129_15237,307.6392085,29.660002
12893,200129_15238,308.4834714,29.40845607
12894,200129_15239,307.6086430000001,29.45761244
12895,200129_15240,308.3648495,29.47773973
12896,200129_15241,307.9262016,29.49589838
12897,200129_15242,309.94277860000005,29.53350435
12898,200129_15244,309.9475627,29.48667942
12899,200129_15245,308.2625692,29.60855422
12900,200129_15246,308.5732938,29.66637627
12901,200129_15248,309.6657651999999,29.58082122
12902,200129_15249,308.9218222,29.45634407
12903,200129_15250,307.9847208,29.48837204
12904,200129_15251,309.2956665,29.48747746
12905,200129_15252,308.2139339,29.70480513
12906,200129_15253,308.7541083,29.40897326
12907,200129_15254,309.7258972,29.47468973
12908,200129_15255,307.5662104,29.48647741
12909,200129_15257,307.7360886,29.68767127
12910,200129_15258,309.799894,29.72361895
12911,200129_15259,309.2399809,29.56140748
12912,200129_15260,308.9116599,29.59681242
12913,200129_15261,308.6989321000001,29.612669
12914,200129_15263,309.6007958,29.44361173
12915,200129_15264,307.9580504,29.6774283
12916,200129_15265,309.3370862,29.5517573
12917,200129_15266,308.1196707,29.5725959
12918,200129_15267,308.8902053000001,29.64250875
12919,200129_15268,309.3655125,29.68866223
12920,200129_15269,309.5533873,29.68516001
12921,200129_15271,309.5317327,29.62661748
12922,200129_15273,307.8143079,29.71572511
12923,200129_15274,308.6720833,29.70087049
12924,200129_15275,308.8735915000001,29.56376456
12925,200129_15276,308.9517557,29.60804554
12926,200129_15278,308.9079698000001,29.6069668
12927,200129_15279,309.9028372,29.61585578
12928,200129_15280,309.1656131000001,29.35674493
12929,200129_15282,307.6290364,29.52341488
12930,200129_15283,307.5326825,29.46686687
12931,200129_15284,308.3392264,29.53650701
12932,200129_15286,308.96216160000006,29.59762232
12933,200129_15287,309.9128307000001,29.61178299
12934,200129_15288,308.9907058,29.69662393
12935,200129_15289,308.4737187,29.72340932
12936,200129_15290,309.1204736,29.39627509
12937,200129_15291,308.9101311,29.56437283
12938,200129_15292,307.7157733,29.5915305
12939,200129_15293,308.5133749,29.59445496
12940,200129_15294,309.2739422,29.66723508
12941,200129_15295,309.0387239,29.71515362
12942,200129_15296,308.3474629,29.53411423
12943,200129_15297,309.335612,29.54856023
12944,200129_15298,309.3930858,29.55510077
12945,200129_15299,309.041227,29.58422913
12946,200129_15300,308.1923975,29.62461258
12947,200129_15302,308.5624767,29.633109
12948,200129_15303,309.4578305,29.69435051
12949,200129_15305,309.4206524,29.63784813
12950,200129_15308,309.9639438,29.7154074
12951,200129_15309,307.9082885,29.72838815
12952,200129_15311,309.0383019,29.46167692
12953,200129_15312,308.6034265,29.47565519
12954,200129_15314,308.4680134,29.50940299
12955,200129_15315,309.460886,29.72056625
12956,200129_15316,309.3958878,29.55579915
12957,200129_15317,309.5005193,29.65703184
12958,200129_15318,309.3622415,29.66814199
12959,200129_15319,309.9194315,29.62783042
12960,200129_15320,309.2788334,29.63746324
12961,200129_15323,308.9775582,29.68880421
12962,200129_15324,308.2818890000001,29.74048046
12963,200129_15325,309.1163523,29.45358049
12964,200129_15326,308.5451914,29.47709915
12965,200129_15327,307.7156184,29.69687534
12966,200129_15329,309.9906,29.60521045
12967,200129_15330,308.9514255,29.40938988
12968,200129_15331,307.5241435,29.48772121
12969,200129_15332,307.5186643,29.63624506
12970,200129_15333,307.9246526,29.68608314
12971,200129_15335,307.6381748,29.56455928
12972,200129_15336,309.2707116,29.63147314
12973,200129_15338,308.6120518,29.54757675
12974,200129_15339,308.973335,29.70295247
12975,200129_15340,308.3656278,29.46905498
12976,200129_15341,309.2156147,29.58271273
12977,200129_15342,309.01450510000006,29.59885332
12978,200129_15343,308.3111348000001,29.6001843
12979,200129_15344,309.0646318,29.64980941
12980,200129_15345,308.9360343,29.669561
12981,200129_15346,308.4988116,29.68539243
12982,200129_15347,309.4826128,29.7213844
12983,200129_15348,309.9781637000001,29.67343526
12984,200129_15350,309.0080841,29.67461514
12985,200129_15351,309.1551788000001,29.69455196
12986,200129_15352,309.9875269,29.69594083
12987,200129_15353,309.1832396000001,29.72593323
12988,200129_15354,309.4605916000001,29.72874546
12989,200129_15355,307.8241812,29.73546449
12990,200129_15356,308.368557,29.73372288
12991,200129_15357,307.7077713,29.490330100000005
12992,200129_15358,309.1743971,29.51590313
12993,200129_15359,308.40989039999994,29.52684769
12994,200129_15360,308.3245264,29.53451013
12995,200129_15361,308.734688,29.54213591
12996,200129_15362,309.3572588,29.59158826
12997,200129_15364,308.0531083,29.66026639
12998,200129_15365,307.5830622,29.67860605
12999,200129_15366,309.0767167,29.45864034
13000,200129_15367,309.2485003,29.45842636
13001,200129_15368,308.5914079,29.52596623
13002,200129_15370,309.9376438,29.61315428
13003,200129_15371,309.4466904,29.7315062
13004,200129_15372,309.5345084,29.57394233
13005,200129_15373,308.9997852,29.68037188
13006,200129_15374,308.0698043,29.71838358
13007,200129_15375,308.3435245,29.5322024
13008,200129_15376,308.9529088999999,29.56416139
13009,200129_15377,308.6066236,29.61061517
13010,200129_15378,309.427189,29.62451807
13011,200129_15379,308.48851139999994,29.67825649
13012,200129_15381,307.6270191,29.6298651
13013,200129_15382,308.7833426,29.63096286
13014,200129_15383,307.6878796000001,29.68419174
13015,200129_15384,308.4312986,29.7123126
13016,200129_15385,308.8997752,29.61337816
13017,200129_15386,308.9120937,29.63794003
13018,200129_15387,309.9036965,29.73844739
13019,200129_15388,309.6941502,29.46819346
13020,200129_15389,307.8080099,29.53095298
13021,200129_15390,308.909778,29.56449707
13022,200129_15393,308.1400104,29.59848367
13023,200129_15395,307.6122635,29.72479283
13024,200129_15396,309.4721848000001,29.73944826
13025,200129_15397,309.9807914,29.41980354
13026,200129_15398,308.3348492,29.51422295
13027,200129_15399,308.494079,29.69018993
13028,200129_15400,308.8656496000001,29.67181218
13029,200129_15401,308.8438528,29.47885206
13030,200129_15403,308.6489448000001,29.74662554
13031,200129_15404,308.4121552,29.44296802
13032,200129_15405,308.5504160000001,29.48692208
13033,200129_15406,308.6591724,29.49154776
13034,200129_15408,308.0407924,29.61135508
13035,200129_15409,308.83161960000007,29.67983325
13036,200129_15410,309.3749418,29.59829893
13037,200129_15411,308.0541984,29.67105684
13038,200129_15412,308.4927374,29.692322
13039,200129_15413,309.2228593000001,29.71498441
13040,200129_15414,309.4550852,29.71811335
13041,200129_15415,308.309104,29.74813937
13042,200129_15416,308.7005774,29.51719551
13043,200129_15417,307.6074825,29.5491809
13044,200129_15418,308.7175348,29.55067407
13045,200129_15419,309.0526467,29.56148612
13046,200129_15420,308.4590788000001,29.58640028
13047,200129_15421,309.6716969,29.62732362
13048,200129_15422,309.0886589,29.65857996
13049,200129_15423,308.0613385,29.74271813
13050,200129_15426,308.6440659,29.67572624
13051,200129_15428,308.6489238,29.74663496
13052,200129_15429,309.46428639999993,29.73032237
13053,200129_15430,308.3873938,29.73757972
13054,200129_15431,307.9768465,29.54282292
13055,200129_15432,309.8150914,29.5542855
13056,200129_15433,307.8481289,29.56306015
13057,200129_15434,309.5681483,29.56810941
13058,200129_15435,308.7904496000001,29.72883347
13059,200129_15436,308.1454124,29.54016507
13060,200129_15438,309.1566581,29.65773705
13061,200129_15439,308.1944475,29.70245863
13062,200129_15440,309.4682882,29.71999846
13063,200129_15441,309.3528074,29.75744949
13064,200129_15442,308.9503807,29.56447398
13065,200129_15444,309.1263791,29.68284728
13066,200129_15445,307.8252655,29.74007458
13067,200129_15446,308.2117759,29.73758635
13068,200129_15447,308.7593519,29.65734251
13069,200129_15449,309.332447,29.59520726
13070,200129_15450,309.3369973,29.66210468
13071,200129_15451,307.9836642,29.69916912
13072,200129_15453,308.514105,29.49566929
13073,200129_15454,309.3019706,29.74419269
13074,200129_15455,307.52441160000006,29.50512904
13075,200129_15457,309.475876,29.59800598
13076,200129_15458,308.5199104,29.65697502
13077,200129_15459,308.0824294,29.67631011
13078,200129_15460,309.3944263,29.70083811
13079,200129_15461,307.5232073,29.73563586
13080,200129_15462,308.8851263,29.67132271
13081,200129_15466,309.83734489999995,29.56440513
13082,200129_15467,307.7604814,29.58185398
13083,200129_15468,308.5870386,29.63241561
13084,200129_15470,309.2243826,29.60802424
13085,200129_15471,308.0927541000001,29.62621563
13086,200129_15472,308.0242038,29.604807
13087,200129_15473,308.0338078000001,29.72583262
13088,200129_15474,308.7609758,29.74481768
13089,200129_15476,309.6127865,29.5556674
13090,200129_15477,309.7882817,29.61119725
13091,200129_15478,307.954654,29.61646158
13092,200129_15479,309.833471,29.62417937
13093,200129_15481,308.9441916,29.68456032
13094,200129_15482,308.7788122,29.70555553
13095,200129_15483,308.7308353,29.65160057
13096,200129_15484,308.9065135,29.6635824
13097,200129_15485,308.7479332,29.72124345
13098,200129_15486,307.8849504,29.639635100000003
13099,200129_15487,309.9850591,29.64073449
13100,200129_15488,309.1338858,29.65757411
13101,200129_15489,308.4887298999999,29.69278744
13102,200129_15491,307.6376796,29.54586954
13103,200129_15492,309.7908662,29.58426396
13104,200129_15493,308.3353202,29.67870225
13105,200129_15494,309.8483815,29.72805775
13106,200129_15497,307.8672274,29.53329213
13107,200129_15498,307.8960778,29.54114343
13108,200129_15499,309.8571849,29.64018552
13109,200129_15500,309.3694337,29.64325329
13110,200129_15501,307.8507048,29.67019067
13111,200129_15502,309.9590523,29.75819219
13112,200129_15504,307.8295966,29.643610100000004
13113,200129_15505,309.0409462,29.68150059
13114,200129_15506,309.8104528,29.70080993
13115,200129_15507,307.6802452,29.77003693
13116,200129_15508,309.5358065,29.7675083
13117,200129_15509,307.5947066,29.77816803
13118,200129_15510,308.6565259,29.49853201
13119,200129_15512,309.3570022,29.65897557
13120,200129_15513,309.5289606,29.72898124
13121,200129_15514,309.6653282,29.77891459
13122,200129_15515,309.8453485,29.55768433
13123,200129_15516,308.4731687,29.58338723
13124,200129_15517,309.8332685000001,29.62611886
13125,200129_15518,308.8221085,29.65749486
13126,200129_15519,309.6261580000001,29.74846798
13127,200129_15520,308.9246529,29.77090198
13128,200129_15521,309.4836943,29.51682782
13129,200129_15522,309.3753881,29.59500799
13130,200129_15523,309.6194443,29.73789436
13131,200129_15524,307.6842407,29.75538272
13132,200129_15526,307.816438,29.71421501
13133,200129_15529,308.9511351000001,29.61756646
13134,200129_15530,309.993443,29.63089283
13135,200129_15532,309.73089839999994,29.773749
13136,200129_15533,309.820294,29.62534547
13137,200129_15534,308.7116592,29.63061825
13138,200129_15535,309.8666439,29.632736699999995
13139,200129_15536,309.4603541,29.71695756
13140,200129_15537,308.9448765,29.77669898
13141,200129_15538,309.08328880000005,29.554428
13142,200129_15539,309.214574,29.67131806
13143,200129_15540,309.4236141,29.76564991
13144,200129_15541,309.92755310000007,29.77818329
13145,200129_15542,308.3604325,29.71667572
13146,200129_15543,308.8047273,29.74854563
13147,200129_15544,307.82848,29.78689643
13148,200129_15545,309.927772,29.61866763
13149,200129_15547,308.4862496,29.69246846
13150,200129_15548,308.8022998,29.64570028
13151,200129_15549,308.78013639999995,29.65021315
13152,200129_15550,309.7820449,29.65021776
13153,200129_15551,308.4875247,29.68232355
13154,200129_15552,309.6680895,29.66163176
13155,200129_15553,308.3677261,29.77782046
13156,200129_15555,308.8776867,29.61264299
13157,200129_15556,307.8937948,29.65346178
13158,200129_15557,308.923976,29.66927825
13159,200129_15558,309.744139,29.51593767
13160,200129_15559,308.3502954,29.66439352
13161,200129_15560,309.3943181,29.67219836
13162,200129_15561,308.3702418000001,29.68344299
13163,200129_15562,309.80873189999994,29.73278769
13164,200129_15563,308.3351912,29.52284036
13165,200129_15564,309.1552115,29.59211114
13166,200129_15565,309.942255,29.59678473
13167,200129_15566,307.5827225,29.65273937
13168,200129_15567,309.1900289,29.71200202
13169,200129_15568,309.4447062,29.73544763
13170,200129_15569,308.5262002,29.55943374
13171,200129_15570,308.7605093,29.64870884
13172,200129_15571,307.7692561,29.767002500000004
13173,200129_15573,309.8959688,29.79553205
13174,200129_15574,309.3946619,29.62332378
13175,200129_15575,308.7251562,29.65685796
13176,200129_15576,309.7596977,29.43054689
13177,200129_15577,308.8392489,29.48042265
13178,200129_15580,309.6653881000001,29.77859321
13179,200129_15581,309.3087498,29.45246214
13180,200129_15582,309.3776592,29.47584282
13181,200129_15583,309.999486,29.47626793
13182,200129_15584,307.8626255,29.52338294
13183,200129_15585,309.4847844,29.5740003
13184,200129_15586,307.8141667,29.68911519
13185,200129_15587,309.4639691,29.721861800000006
13186,200129_15589,309.5229703,29.63007998
13187,200129_15590,308.5147205,29.64383204
13188,200129_15591,309.5911935000001,29.64426269
13189,200129_15592,309.4995995,29.65660433
13190,200129_15594,309.44458419999995,29.73613518
13191,200129_15595,309.22668639999995,29.76353323
13192,200129_15596,309.9166295,29.80692626
13193,200129_15597,308.4617261,29.79152471
13194,200129_15598,308.37390810000005,29.69891261
13195,200129_15599,309.175989,29.6986675
13196,200129_15600,309.872876,29.72182973
13197,200129_15601,309.0927447,29.72967547
13198,200129_15602,309.8056611,29.57850962
13199,200129_15603,308.397462,29.73486817
13200,200129_15604,308.4099703,29.5858959
13201,200129_15606,309.0714183,29.61626897
13202,200129_15607,308.1248351000001,29.74642765
13203,200129_15608,309.6022089,29.506540500000003
13204,200129_15609,308.6333885,29.73176413
13205,200129_15610,309.2776774,29.75606636
13206,200129_15611,308.59020739999994,29.58086845
13207,200129_15612,308.91983789999995,29.77199786
13208,200129_15613,308.6561161,29.54987945
13209,200129_15614,308.6164927,29.63919941
13210,200129_15616,308.6635244,29.811357
13211,200129_15618,309.4851883,29.56361684
13212,200129_15620,308.4196693,29.58528356
13213,200129_15621,308.4231953000001,29.6728572
13214,200129_15622,308.8452206,29.69917992
13215,200129_15623,309.8610654,29.76549963
13216,200129_15624,307.9918641000001,29.4991267
13217,200129_15625,307.5643592,29.5472702
13218,200129_15626,309.20797230000005,29.79373618
13219,200129_15627,309.2254654,29.76421185
13220,200129_15628,309.4182883,29.76251651
13221,200129_15630,309.451233,29.50766975
13222,200129_15631,308.157827,29.61059616
13223,200129_15632,309.3289378,29.5805924
13224,200129_15635,308.6902188,29.75500365
13225,200129_15636,309.4765203,29.69689859
13226,200129_15637,309.2144008,29.67099578
13227,200129_15638,308.6147471000001,29.75823388
13228,200129_15639,308.9216877,29.76223427
13229,200129_15640,308.9772,29.80641786
13230,200129_15641,308.7984717,29.70081877
13231,200129_15642,307.8878463,29.71214791
13232,200129_15643,309.5491615,29.73617923
13233,200129_15644,307.6334562,29.78047357
13234,200129_15646,308.558754,29.82325734
13235,200129_15647,307.8174716,29.58290382
13236,200129_15648,309.8477665,29.67015735
13237,200129_15650,307.6829798,29.76188605
13238,200129_15651,307.5229937,29.73530578
13239,200129_15652,308.0867285,29.76631835
13240,200129_15653,309.7255144,29.77020358
13241,200129_15654,308.5038642,29.78706979
13242,200129_15655,308.9739231000001,29.52139088
13243,200129_15656,309.5878637,29.76566887
13244,200129_15657,308.4407737,29.59259915
13245,200129_15658,309.0668843,29.79078612
13246,200129_15660,309.4550518000001,29.72371906
13247,200129_15661,309.0590028,29.72960033
13248,200129_15662,309.4645427,29.7320995
13249,200129_15663,308.9303416,29.73358883
13250,200129_15664,309.9228853,29.61723374
13251,200129_15666,308.3783588,29.61422128
13252,200129_15667,308.3107367,29.70006613
13253,200129_15668,307.9830637,29.69941232
13254,200129_15669,309.8514575000001,29.46729295
13255,200129_15670,308.2248811,29.49690482
13256,200129_15671,309.8388221,29.51458294
13257,200129_15672,309.2055797,29.75732089
13258,200129_15673,308.9871168,29.58411487
13259,200129_15674,309.0500074,29.60510458
13260,200129_15675,309.91502010000005,29.66306599
13261,200129_15676,309.37465519999995,29.77732833
13262,200129_15677,308.4844645,29.67638133
13263,200129_15678,309.3029542,29.76871187
13264,200129_15679,307.6044871000001,29.77747042
13265,200129_15680,309.5578141000001,29.53215584
13266,200129_15681,307.8190752,29.63156421
13267,200129_15682,308.4362861,29.64919471
13268,200129_15683,307.8160842,29.72752848
13269,200129_15684,309.6211981,29.79126412
13270,200129_15685,308.0846615000001,29.75256764
13271,200129_15686,309.1214239,29.81026796
13272,200129_15687,309.4242876,29.50916626
13273,200129_15688,308.3456591,29.51770179
13274,200129_15689,309.4137573000001,29.62762645
13275,200129_15690,308.4831849,29.64256352
13276,200129_15691,309.874944,29.65164302
13277,200129_15692,309.0014934,29.67169426
13278,200129_15693,309.0181406000001,29.74121706
13279,200129_15694,308.43471760000006,29.77233068
13280,200129_15695,309.35217630000005,29.79718856
13281,200129_15696,309.8674008,29.79294418
13282,200129_15697,309.4607231,29.73158451
13283,200129_15698,309.7895501000001,29.77929312
13284,200129_15700,309.8319367,29.62149636
13285,200129_15701,307.9780577,29.69535718
13286,200129_15702,309.4587014,29.74219867
13287,200129_15703,309.6182833000001,29.74636123
13288,200129_15704,307.68114,29.75018637
13289,200129_15705,309.4380272,29.69320881
13290,200129_15706,308.3645734,29.77482599
13291,200129_15707,309.14389460000007,29.79011204
13292,200129_15708,309.4703817,29.51279066
13293,200129_15709,308.9274521000001,29.56850331
13294,200129_15710,308.5592493000001,29.74253124
13295,200129_15711,308.4791861,29.78743573
13296,200129_15712,308.4656486,29.82770749
13297,200129_15713,308.9882803000001,29.71108023
13298,200129_15714,308.5674197,29.74225963
13299,200129_15715,307.5662713,29.77916527
13300,200129_15716,309.5992057,29.78861206
13301,200129_15717,308.5612828,29.79537388
13302,200129_15718,307.9115165,29.64122363
13303,200129_15719,307.7744593000001,29.73921258
13304,200129_15720,309.6845289,29.74546354
13305,200129_15721,307.8450094,29.75349722
13306,200129_15722,307.9633333999999,29.81352795
13307,200129_15723,308.2169848000001,29.78648447
13308,200129_15724,308.3691941,29.79058246
13309,200129_15726,308.14896689999995,29.82043913
13310,200129_15727,309.8450149,29.55510348
13311,200129_15728,307.6742238,29.65269954
13312,200129_15729,307.6326477,29.79194885
13313,200129_15730,307.5403698,29.80938697
13314,200129_15731,307.6338143000001,29.65385341
13315,200129_15732,307.8169691,29.73851762
13316,200129_15733,309.9458978,29.74656753
13317,200129_15734,308.2920252,29.65973178
13318,200129_15735,309.5068744,29.76823101
13319,200129_15737,308.81824,29.79029617
13320,200129_15738,309.8972372,29.78357639
13321,200129_15739,309.3710645,29.83441674
13322,200129_15740,309.3754294,29.62208959
13323,200129_15741,308.5434224,29.62973396
13324,200129_15742,308.1525208,29.69314484
13325,200129_15743,307.9528395,29.83769597
13326,200129_15744,309.4928262,29.83727278
13327,200129_15745,308.7700376,29.69718231
13328,200129_15746,308.6046342,29.72151456
13329,200129_15748,308.2700247,29.58547936
13330,200129_15749,309.09250519999995,29.61874622
13331,200129_15750,309.9040589,29.62039105
13332,200129_15751,307.64716410000005,29.63968782
13333,200129_15752,309.6110437,29.80611999
13334,200129_15753,308.0989628,29.82207476
13335,200129_15754,309.0069925,29.60147928
13336,200129_15755,308.5076228000001,29.65246868
13337,200129_15756,309.9878609,29.69599195
13338,200129_15757,309.4512322,29.71644587
13339,200129_15758,308.9560739,29.81447817
13340,200129_15759,308.2567562,29.67700362
13341,200129_15760,309.5167081,29.70209495
13342,200129_15761,308.4273972000001,29.76757065
13343,200129_15762,309.1635816,29.77916
13344,200129_15763,308.2400232,29.83036625
13345,200129_15764,307.5458457,29.74929614
13346,200129_15765,308.1194632,29.74676094
13347,200129_15766,309.014834,29.85634529
13348,200129_15767,307.556399,29.84499514
13349,200129_15768,308.5508003,29.4355998
13350,200129_15769,307.5596292,29.64087094
13351,200129_15770,308.0432074,29.73786871
13352,200129_15771,307.8133668,29.77808871
13353,200129_15772,308.2290652,29.82815412
13354,200129_15773,309.5425354,29.49982608
13355,200129_15774,307.91823989999995,29.52792998
13356,200129_15775,308.4134603,29.52547448
13357,200129_15776,308.3128953000001,29.75287195
13358,200129_15777,309.6575044,29.82318039
13359,200129_15779,309.82376989999995,29.81415678
13360,200129_15780,309.6582723,29.76880971
13361,200129_15781,308.7548645,29.52436429
13362,200129_15782,308.1993823,29.59384099
13363,200129_15784,309.6145154,29.74646828
13364,200129_15786,308.3395921,29.776859100000006
13365,200129_15787,309.0233212,29.82501348
13366,200129_15788,308.2790879,29.61552675
13367,200129_15790,308.4891587,29.73024829
13368,200129_15792,309.7189602,29.79037299
13369,200129_15793,308.9050625,29.83035775
13370,200129_15794,307.6511707,29.85720928
13371,200129_15795,307.6377919,29.85868663
13372,200129_15797,307.8380809,29.72696994
13373,200129_15798,308.5109245,29.73643465
13374,200129_15799,309.322419,29.61591342
13375,200129_15800,309.9345271,29.78217086
13376,200129_15801,309.2758725,29.65632804
13377,200129_15802,309.3840849,29.67852505
13378,200129_15803,308.7579833000001,29.714786100000005
13379,200129_15804,308.9117956,29.84777087
13380,200129_15805,309.14887610000005,29.81099867
13381,200129_15807,309.9702354,29.60750128
13382,200129_15809,309.2934707,29.86461907
13383,200129_15811,309.4659803,29.86462417
13384,200129_15812,308.7526358,29.84485667
13385,200129_15813,309.0708814,29.86039358
13386,200129_15814,309.1724147,29.693759000000004
13387,200129_15815,307.6139398,29.72299413
13388,200129_15816,308.1779638000001,29.75676416
13389,200129_15817,309.7987141000001,29.83169056
13390,200129_15818,307.8015698000001,29.86374565
13391,200129_15819,308.7822142,29.56723438
13392,200129_15821,309.9171453,29.70312069
13393,200129_15822,309.9053119,29.75813243
13394,200129_15823,309.0757928999999,29.80290455
13395,200129_15824,309.4541551000001,29.85236004
13396,200129_15825,307.7434004,29.73109336
13397,200129_15826,309.2883464,29.63003858
13398,200129_15827,308.7772309,29.69404039
13399,200129_15828,308.0527488,29.72755508
13400,200129_15829,309.097312,29.75678171
13401,200129_15830,308.2445307,29.83495684
13402,200129_15831,307.6182348000001,29.62823616
13403,200129_15833,307.9014975,29.71320308
13404,200129_15834,309.1051246,29.65539033
13405,200129_15835,308.4960743000001,29.68270936
13406,200129_15836,308.6970345000001,29.70879608
13407,200129_15837,308.1263819,29.80920067
13408,200129_15838,308.5883031,29.85824808
13409,200129_15840,309.9540397,29.77405476
13410,200129_15841,308.0951323999999,29.80780521
13411,200129_15842,308.5972348,29.8314796
13412,200129_15843,308.6897229,29.69742078
13413,200129_15844,307.9548048,29.74674801
13414,200129_15846,308.6476879,29.69017869
13415,200129_15847,307.79645310000006,29.86735032
13416,200129_15848,308.4859794,29.68537766
13417,200129_15849,307.8184291,29.73256836
13418,200129_15850,309.1832232,29.72713469
13419,200129_15853,309.2468584,29.54900907
13420,200129_15854,309.9609572,29.674011
13421,200129_15855,309.3551751,29.69351742
13422,200129_15856,309.3050388000001,29.85128398
13423,200129_15857,309.9398028,29.67451449
13424,200129_15859,307.8166623,29.73659946
13425,200129_15860,308.0380283,29.78709344
13426,200129_15862,309.3191818,29.68407719
13427,200129_15864,308.1684544,29.67321887
13428,200129_15865,309.3255114,29.83123661
13429,200129_15866,308.4039368,29.70511964
13430,200129_15868,309.8996283,29.71222387
13431,200129_15869,309.1223029,29.84992868
13432,200129_15871,309.42776989999993,29.65250691
13433,200129_15872,309.6385809,29.66018081
13434,200129_15873,308.1476289,29.67673961
13435,200129_15875,308.1296844,29.63073925
13436,200129_15876,307.5151773,29.63332005
13437,200129_15877,309.1294171,29.66419235
13438,200129_15878,309.6841499,29.66018117
13439,200129_15879,308.2294584,29.82778453
13440,200129_15880,308.3558646,29.88491939
13441,200129_15881,309.2139858999999,29.71858443
13442,200129_15883,309.712857,29.75375049
13443,200129_15884,308.267471,29.61615841
13444,200129_15885,309.5282641,29.60997692
13445,200129_15886,309.9106851,29.62472547
13446,200129_15887,307.540679,29.75530576
13447,200129_15888,308.9511085,29.83595845
13448,200129_15889,309.6541142,29.87986641
13449,200129_15890,307.8351328,29.73102558
13450,200129_15891,308.6374389,29.80961353
13451,200129_15892,308.9973521,29.82219829
13452,200129_15893,307.6585956,29.84658346
13453,200129_15894,309.319171,29.846827500000003
13454,200129_15896,309.464027,29.68077672
13455,200129_15897,309.8367313,29.88201164
13456,200129_15898,309.6843365000001,29.76144183
13457,200129_15899,307.5888717,29.77040209
13458,200129_15902,307.7472932,29.83844893
13459,200129_15903,307.56109239999995,29.86250967
13460,200129_15904,308.3711886000001,29.89398535
13461,200129_15906,307.810801,29.83233822
13462,200129_15907,307.9055414,29.69621957
13463,200129_15908,308.3698811000001,29.72558156
13464,200129_15909,309.65537830000005,29.78583398
13465,200129_15910,308.6205352,29.84708277
13466,200129_15911,308.3918656,29.68859828
13467,200129_15914,309.92226360000006,29.61773227
13468,200129_15915,307.8809882,29.63403562
13469,200129_15916,309.8719553,29.85168477
13470,200129_15917,309.2288287,29.89804514
13471,200129_15918,309.1033842,29.65478664
13472,200129_15919,308.379297,29.76594623
13473,200129_15921,308.3204403,29.63474144
13474,200129_15922,308.7449734,29.73353216
13475,200129_15923,307.5807955,29.84180611
13476,200129_15924,307.5803203000001,29.65862974
13477,200129_15925,308.7697733,29.68543324
13478,200129_15926,309.8894558,29.68545234
13479,200129_15927,309.62334889999994,29.90028585
13480,200129_15929,307.50054710000006,29.63669931
13481,200129_15930,309.2167352,29.73156208
13482,200129_15931,309.1338019,29.79016588
13483,200129_15932,307.9086244,29.72758535
13484,200129_15933,308.5356673,29.81309063
13485,200129_15934,309.430251,29.63432976
13486,200129_15936,309.6225461,29.73396969
13487,200129_15937,309.3035096000001,29.64831943
13488,200129_15938,309.749527,29.77486105
13489,200129_15939,309.7698403,29.81490873
13490,200129_15942,309.2786477,29.89455972
13491,200129_15943,308.320934,29.79043663
13492,200129_15944,307.6852253,29.86907895
13493,200129_15946,307.5005336000001,29.56322223
13494,200129_15947,309.3599571000001,29.74572129
13495,200129_15948,308.8949468,29.79174458
13496,200129_15950,308.0884841,29.92415241
13497,200129_15951,307.8510990000001,29.67028259
13498,200129_15952,308.5235079,29.67290359
13499,200129_15953,309.7415314,29.89476965
13500,200129_15954,307.8321094,29.91685832
13501,200129_15955,309.5507048,29.9172854
13502,200129_15956,308.7299713,29.75980768
13503,200129_15958,308.6383562,29.82470342
13504,200129_15959,308.3122212,29.75265494
13505,200129_15961,308.4193367000001,29.50220397
13506,200129_15962,309.2625256,29.58231695
13507,200129_15963,307.86449310000006,29.91183254
13508,200129_15964,309.259875,29.72220725
13509,200129_15967,309.244805,29.83141673
13510,200129_15968,307.96414639999995,29.83550258
13511,200129_15969,308.7521339,29.74654638
