,our_id,RA,Dec
4730,200129_6375,308.7507571000001,26.32937818
4731,200129_6376,309.7089005,26.22591004
4732,200129_6377,309.3487726,26.25570545
4733,200129_6378,309.9090508999999,26.3119095
4734,200129_6379,309.3323852,26.37017557
4735,200129_6380,309.9713294,26.3678967
4736,200129_6381,309.3764634,26.4244884
4737,200129_6382,309.4906695,26.32355316
4738,200129_6383,309.1704351,26.32313253
4739,200129_6384,309.2606015,26.40630114
4740,200129_6385,309.4441032,26.42625477
4741,200129_6386,308.99819289999994,26.11946432
4742,200129_6387,309.3164713,26.14641821
4743,200129_6388,309.1312121,26.21982976
4744,200129_6389,308.78775930000006,26.40269827
4745,200129_6390,309.30240239999995,26.2162446
4746,200129_6391,309.1388523,26.33921646
4747,200129_6392,308.71077189999994,26.30961689
4748,200129_6393,308.830392,26.36133552
4749,200129_6394,309.9802479,26.34047316
4750,200129_6395,308.6607031000001,26.42419782
4751,200129_6396,309.37933439999995,26.25757254
4752,200129_6397,308.6137471,26.33764676
4753,200129_6398,309.40719,26.39169382
4754,200129_6399,308.659471,26.31894125
4755,200129_6400,309.4900638000001,26.31720468
4756,200129_6401,309.0538058,26.29358565
4757,200129_6402,308.7179887000001,26.30154904
4758,200129_6403,309.7372999,26.449396000000004
4759,200129_6404,309.9091159,26.32646806
4760,200129_6405,309.2479737,26.23149079
4761,200129_6406,309.8873505,26.25125557
4762,200129_6407,308.86913,26.39621975
4763,200129_6408,308.99377589999995,26.37710611
4764,200129_6409,308.9735206000001,26.40924326
4765,200129_6410,309.7751557,26.38264646
4766,200129_6411,309.3936662,26.39793179
4767,200129_6412,309.3379634,26.2575284
4768,200129_6413,309.9056707,26.25691298
4769,200129_6414,308.8126858,26.3787868
4770,200129_6415,308.5105671,26.43332971
4771,200129_6416,309.7875562,26.4412151
4772,200129_6417,309.92231339999995,26.31269251
4773,200129_6418,308.7392894,26.37864887
4774,200129_6419,309.1912996000001,26.20392435
4775,200129_6420,308.7580193,26.3242832
4776,200129_6421,309.6454918,26.42192768
4777,200129_6422,309.5882093,26.43217804
4778,200129_6423,309.2641647,26.43704407
4779,200129_6424,309.9608245,26.40855137
4780,200129_6425,309.8269232,26.06129811
4781,200129_6426,309.4878414,26.0789957
4782,200129_6427,309.5072342,26.1427702
4783,200129_6428,309.9268769,26.27718668
4784,200129_6429,308.80330110000006,26.33662986
4785,200129_6430,309.884582,26.29434782
4786,200129_6431,308.5650404999999,26.11667842
4787,200129_6432,309.3531424,26.31244665
4788,200129_6433,309.0879797,26.24243195
4789,200129_6434,309.5020428,26.27114788
4790,200129_6435,308.8777204,26.30609249
4791,200129_6436,309.4256857,26.29313866
4792,200129_6437,309.0301274,26.22284787
4793,200129_6438,309.9485337,26.35450116
4794,200129_6439,308.6575011000001,26.23564106
4795,200129_6440,309.73009269999994,26.43797281
4796,200129_6441,308.7487202,26.2779278
4797,200129_6442,308.6202723,26.35755776
4798,200129_6443,308.7424549,26.18458839
4799,200129_6444,309.2042651,26.46134958
4800,200129_6445,308.9425463,26.40317457
4801,200129_6446,309.4845168,26.18359874
4802,200129_6447,309.4923908,26.22660846
4803,200129_6448,309.36169,26.44338449
4804,200129_6449,308.81360710000007,26.34449999
4805,200129_6450,309.328267,26.37977568
4806,200129_6451,309.13050489999995,26.39739184
4807,200129_6452,309.1229067,26.40786167
4808,200129_6453,308.8614006,26.23411045
4809,200129_6454,309.6242425,26.48185531
4810,200129_6455,309.1039078,26.27550964
4811,200129_6456,309.7729432,26.40430532
4812,200129_6457,308.620474,26.46341963
4813,200129_6458,308.69030360000005,26.43586335
4814,200129_6459,309.4590273,26.45702201
4815,200129_6460,309.6817202000001,26.46484924
4816,200129_6461,309.6351289,26.47827255
4817,200129_6462,309.2960099,26.22691646
4818,200129_6463,309.8018668,26.31596895
4819,200129_6464,309.2607278,26.3707994
4820,200129_6465,309.315088,26.38352781
4821,200129_6466,309.6687686,26.39954678
4822,200129_6467,309.6874175,26.24501301
4823,200129_6468,309.1993386000001,26.21283108
4824,200129_6469,309.5250387000001,26.26122728
4825,200129_6470,309.2548954,26.47612334
4826,200129_6471,309.00557189999995,26.21613398
4827,200129_6472,308.5852928000001,26.46533058
4828,200129_6473,309.9530467,26.47254752
4829,200129_6474,308.7144894,26.16950589
4830,200129_6475,308.7566965,26.24825115
4831,200129_6476,309.1347028,26.24577158
4832,200129_6477,309.0121445,26.41866934
4833,200129_6478,309.8959027,26.44310425
4834,200129_6479,308.8682921,26.45214723
4835,200129_6480,308.8244126,26.31257618
4836,200129_6481,308.7707775,26.35684343
4837,200129_6482,309.055658,26.38565098
4838,200129_6483,309.3585395,26.49112935
4839,200129_6484,309.3493134,26.42983883
4840,200129_6485,308.757546,26.33762269
4841,200129_6486,309.9680246000001,26.48591904
4842,200129_6487,309.2657747,26.29389646
4843,200129_6488,308.7405689,26.38763834
4844,200129_6489,309.6752299,26.26319719
4845,200129_6490,309.4256401,26.29311657
4846,200129_6491,309.9313286000001,26.32772955
4847,200129_6492,308.8297425,26.44939138
4848,200129_6493,309.420696,26.17824881
4849,200129_6494,309.1046137,26.24029156
4850,200129_6495,308.8544156000001,26.29483541
4851,200129_6496,308.8731712,26.32270109
4852,200129_6497,308.9952292,26.33070026
4853,200129_6498,308.7544218999999,26.35563627
4854,200129_6499,308.6807123000001,26.40206728
4855,200129_6500,309.6490986,26.4803698
4856,200129_6501,309.9564458,26.33755376
4857,200129_6502,309.0283767,26.47001872
4858,200129_6503,309.00324910000006,26.48964639
4859,200129_6504,309.402653,26.48995211
4860,200129_6505,309.5155032,26.26211651
4861,200129_6506,308.8589633,26.11911488
4862,200129_6507,309.23085469999995,26.12054758
4863,200129_6508,309.1394261000001,26.23988343
4864,200129_6509,308.6063837,26.37697465
4865,200129_6510,309.5067221000001,26.31512242
4866,200129_6511,309.095845,26.44219761
4867,200129_6512,308.9719878,26.23350133
4868,200129_6513,309.4423224,26.27367873
4869,200129_6514,309.8670714,26.32815796
4870,200129_6515,309.62919460000006,26.3503466
4871,200129_6516,308.6848498,26.38099646
4872,200129_6517,308.9119746,26.41496772
4873,200129_6518,309.27025539999994,26.42390166
